Orthogroup	Ceratina_australensis	Ceratina_calcarata	Megalopta_genalis	Polistes_canadensis	Polistes_dominula	Liostenogaster_flavolineata
OG0002751	Caust.v2_019976	gene-LOC108624194	gene-LOC117230093	gene-LOC106793495	gene-LOC107064629	Lflavo2a009600
OG0002752	Caust.v2_004942	gene-LOC108624603	gene-LOC117217674	gene-LOC106785167	gene-LOC107065284	Lflavo2a003183
OG0002753	Caust.v2_007072	gene-LOC113464159	gene-LOC117226586	gene-LOC106793697	gene-LOC107066351	Lflavo2a001117
OG0002754	Caust.v2_006212	gene-LOC108626340	gene-LOC117217421	gene-LOC106784173	gene-LOC107065178	Lflavo2a013567
OG0002755	Caust.v2_005783	gene-LOC108624021	gene-LOC117227209	gene-LOC106784666	gene-LOC107064967	Lflavo2a002449
OG0002756	Caust.v2_000815	gene-LOC108624017	gene-LOC117229931	gene-LOC106784173	gene-LOC107071299	Lflavo2a008317
OG0002757	Caust.v2_000396	gene-LOC108625667	gene-LOC117227817	gene-LOC106786146	gene-LOC107068915	Lflavo2a002741
OG0002758	Caust.v2_008415	gene-LOC108632572	gene-LOC117226534	gene-LOC106786162	gene-LOC107068885	Lflavo2a004782
OG0002759	Caust.v2_015070	gene-LOC108625495	gene-LOC117225513	gene-LOC106785602	gene-LOC107065923	Lflavo2a003191
OG0002760	Caust.v2_000971	gene-LOC108625120	gene-LOC117225216	gene-LOC106790509	gene-LOC107069447	Lflavo2a013622
OG0002761	Caust.v2_012664	gene-LOC108632572	gene-LOC117228771	gene-LOC106791967	gene-LOC107071865	Lflavo2a009231
OG0002762	Caust.v2_008856	gene-LOC108629051	gene-LOC117227425	gene-LOC106792442	gene-LOC107073016	Lflavo2a007068
OG0002764	Caust.v2_009532	gene-LOC108628120	gene-LOC117220870	gene-LOC106792304	gene-LOC107065232	Lflavo2a007226
OG0002765	Caust.v2_009189	gene-LOC108630985	gene-LOC117219340	gene-LOC106793890	gene-LOC107074603	Lflavo2a003455
OG0002766	Caust.v2_017797	gene-LOC108622753	gene-LOC117221951	gene-LOC106784173	gene-LOC107072021	Lflavo2a008613
OG0002767	Caust.v2_009532	gene-LOC108631409	gene-LOC117221780	gene-LOC106789498	gene-LOC107071862	Lflavo2a009355
OG0002770	Caust.v2_009720	gene-LOC108630916	gene-LOC117225799	gene-LOC106786635	gene-LOC107070470	Lflavo2a004611
OG0002771	Caust.v2_015873	gene-LOC108627776	gene-LOC117223836	gene-LOC106790034	gene-LOC107074478	Lflavo2a009214
OG0002772	Caust.v2_015696	gene-LOC108624986	gene-LOC117226586	gene-LOC106784100	gene-LOC107073120	Lflavo2a009970
OG0002773	Caust.v2_009532	gene-LOC108625736	gene-LOC117226779	gene-LOC106787704	gene-LOC107072788	Lflavo2a000525
OG0002774	Caust.v2_009532	gene-LOC108632862	gene-LOC117221537	gene-LOC106791736	gene-LOC107064808	Lflavo2a004371
OG0002775	Caust.v2_009744	gene-LOC108627813	gene-LOC117226464	gene-LOC106785265	gene-LOC107074629	Lflavo2a005526
OG0002776	Caust.v2_013597	gene-LOC108626087	gene-LOC117228062	gene-LOC106787915	gene-LOC107072472	Lflavo2a004504
OG0002779	Caust.v2_000066	gene-LOC108622583	gene-LOC117226814	gene-LOC106784063	gene-LOC107069399	Lflavo2a013779
OG0002780	Caust.v2_004014	gene-LOC108632572	gene-LOC117222036	gene-LOC106784145	gene-LOC107064101	Lflavo2a004493
OG0002781	Caust.v2_006558	gene-LOC108632572	gene-LOC117221267	gene-LOC106788613	gene-LOC107065801	Lflavo2a007031
OG0002782	Caust.v2_015521	gene-LOC108629180	gene-LOC117224432	gene-LOC106793515	gene-LOC107068648	Lflavo2a004417
OG0002783	Caust.v2_014452	gene-LOC108628023	gene-LOC117228548	gene-LOC106792560	gene-LOC107070701	Lflavo2a000412
OG0002784	Caust.v2_004073	gene-LOC108627802	gene-LOC117226028	gene-LOC106790566	gene-LOC107068117	Lflavo2a012693
OG0002785	Caust.v2_007798	gene-LOC108627787	gene-LOC117226192	gene-LOC106784173	gene-LOC107064318	Lflavo2a004259
OG0002786	Caust.v2_002333	gene-LOC108630248	gene-LOC117229303	gene-LOC106786990	gene-LOC107073824	Lflavo2a013715
OG0002787	Caust.v2_015400	gene-LOC108627809	gene-LOC117226182	gene-LOC106791399	gene-LOC107064826	Lflavo2a007866
OG0002790	Caust.v2_004063	gene-LOC108627771	gene-LOC117226425	gene-LOC106790777	gene-LOC107066088	Lflavo2a009465
OG0002791	Caust.v2_012462	gene-LOC108632267	gene-LOC117226714	gene-LOC106786834	gene-LOC107068877	Lflavo2a002187
OG0002792	Caust.v2_014117	gene-LOC108632572	gene-LOC117223867	gene-LOC106788440	gene-LOC107073568	Lflavo2a008143
OG0002793	Caust.v2_000244	gene-LOC108625293	gene-LOC117220650	gene-LOC106785572	gene-LOC107068999	Lflavo2a006745
OG0002795	Caust.v2_007897	gene-LOC108623722	gene-LOC117220881	gene-LOC106785277	gene-LOC107074591	Lflavo2a006094
OG0002796	Caust.v2_001103	gene-LOC108632681	gene-LOC117225067	gene-LOC106793546	gene-LOC107063950	Lflavo2a008761
OG0002797	Caust.v2_009532	gene-LOC108625997	gene-LOC117217750	gene-LOC106791940	gene-LOC107068706	Lflavo2a000771
OG0002798	Caust.v2_006206	gene-LOC108626315	gene-LOC117217431	gene-LOC106785173	gene-LOC107065710	Lflavo2a008880
OG0002800	Caust.v2_010323	gene-LOC108631131	gene-LOC117225115	gene-LOC106789392	gene-LOC107074435	Lflavo2a012623
OG0002801	Caust.v2_015971	gene-LOC108631094	gene-LOC117224586	gene-LOC106793039	gene-LOC107073824	Lflavo2a005354
OG0002803	Caust.v2_001182	gene-LOC108623376	gene-LOC117227773	gene-LOC106786456	gene-LOC107067769	Lflavo2a013475
OG0002804	Caust.v2_009960	gene-LOC108622333	gene-LOC117218514	gene-LOC106792036	gene-LOC107072182	Lflavo2a007068
OG0002805	Caust.v2_000740	gene-LOC108625546	gene-LOC117219484	gene-LOC106788614	gene-LOC107073824	Lflavo2a006826
OG0002806	Caust.v2_009532	gene-LOC108631275	gene-LOC117222802	gene-LOC106788523	gene-LOC107071807	Lflavo2a009147
OG0002807	Caust.v2_011142	gene-LOC108632083	gene-LOC117223305	gene-LOC106792352	gene-LOC107073824	Lflavo2a008252
OG0002808	Caust.v2_016656	gene-LOC108622253	gene-LOC117225908	gene-LOC106786432	gene-LOC107074611	Lflavo2a007540
OG0002810	Caust.v2_009532	gene-LOC108633054	gene-LOC117220653	gene-LOC106789778	gene-LOC107073246	Lflavo2a011061
OG0002813	Caust.v2_000652	gene-LOC108624084	gene-LOC117229816	gene-LOC106784873	gene-LOC107066642	Lflavo2a002266
OG0002814	Caust.v2_010720	gene-LOC108632572	gene-LOC117220526	gene-LOC106790584	gene-LOC107070928	Lflavo2a013127
OG0002815	Caust.v2_004243	gene-LOC108632572	gene-LOC117224759	gene-LOC106783969	gene-LOC107069890	Lflavo2a008289
OG0002817	Caust.v2_003543	gene-LOC108632434	gene-LOC117224700	gene-LOC106790826	gene-LOC107069563	Lflavo2a013322
OG0002819	Caust.v2_001431	gene-LOC108630194	gene-LOC117221020	gene-LOC106791962	gene-LOC107071895	Lflavo2a003301
OG0002821	Caust.v2_011907	gene-LOC108632572	gene-LOC117228505	gene-LOC106789182	gene-LOC107064447	Lflavo2a007327
OG0002823	Caust.v2_009532	gene-LOC108628792	gene-LOC117217894	gene-LOC106789482	gene-LOC107065319	Lflavo2a010520
OG0002824	Caust.v2_011665	gene-LOC108622792	gene-LOC117224134	gene-LOC106788216	gene-LOC107068352	Lflavo2a004377
OG0002825	Caust.v2_003347	gene-LOC108627148	gene-LOC117227452	gene-LOC106785221	gene-LOC107065153	Lflavo2a002773
OG0002827	Caust.v2_009812	gene-LOC108632572	gene-LOC117224257	gene-LOC106788483	gene-LOC107065499	Lflavo2a011869
OG0002828	Caust.v2_016821	gene-LOC108632824	gene-LOC117226586	gene-LOC106788023	gene-LOC107073870	Lflavo2a005195
OG0002830	Caust.v2_009532	gene-LOC108623821	gene-LOC117218241	gene-LOC106784332	gene-LOC107066490	Lflavo2a006070
OG0002832	Caust.v2_007047	gene-LOC108632572	gene-LOC117227557	gene-LOC106791568	gene-LOC107074002	Lflavo2a011288
OG0002833	Caust.v2_009532	gene-LOC108627142	gene-LOC117225853	gene-LOC106792384	gene-LOC107071053	Lflavo2a009126
OG0002836	Caust.v2_006769	gene-LOC108627016	gene-LOC117219103	gene-LOC106783704	gene-LOC107071987	Lflavo2a012878
OG0002838	Caust.v2_007225	gene-LOC108632572	gene-LOC117222191	gene-LOC106784730	gene-LOC107071671	Lflavo2a000149
OG0002839	Caust.v2_007908	gene-LOC108633122	gene-LOC117227182	gene-LOC106786710	gene-LOC107073824	Lflavo2a013785
OG0002842	Caust.v2_000153	gene-LOC108633035	gene-LOC117218826	gene-LOC106792241	gene-LOC107073824	Lflavo2a014231
OG0002843	Caust.v2_000163	gene-LOC108632999	gene-LOC117223683	gene-LOC106790374	gene-LOC107069327	Lflavo2a014274
OG0002844	Caust.v2_004743	gene-LOC108632994	gene-LOC117222503	gene-LOC106786902	gene-LOC107073824	Lflavo2a000500
OG0002845	Caust.v2_001537	gene-LOC113464826	gene-LOC117222600	gene-LOC106784173	gene-LOC107066600	Lflavo2a004269
OG0002846	Caust.v2_012124	gene-LOC108622438	gene-LOC117227992	gene-LOC106784173	gene-LOC107074467	Lflavo2a011767
OG0002847	Caust.v2_004004	gene-LOC108631573	gene-LOC117227879	gene-LOC106784356	gene-LOC107069186	Lflavo2a006933
OG0002848	Caust.v2_003701	gene-LOC108624145	gene-LOC117227716	gene-LOC106789242	gene-LOC107067357	Lflavo2a008557
OG0002849	Caust.v2_012836	gene-LOC108622315	gene-LOC117220602	gene-LOC106787683	gene-LOC107074493	Lflavo2a007614
OG0002850	Caust.v2_004409	gene-LOC108632572	gene-LOC117220875	gene-LOC106793980	gene-LOC107072315	Lflavo2a001678
OG0002851	Caust.v2_009542	gene-LOC108631653	gene-LOC117222027	gene-LOC106786780	gene-LOC107066122	Lflavo2a001116
OG0002853	Caust.v2_003565	gene-LOC108632367	gene-LOC117223637	gene-LOC106791580	gene-LOC107072028	Lflavo2a013776
OG0002854	Caust.v2_010006	gene-LOC108625768	gene-LOC117222355	gene-LOC106787037	gene-LOC107068619	Lflavo2a011318
OG0002855	Caust.v2_003724	gene-LOC108625225	gene-LOC117222771	gene-LOC106790411	gene-LOC107071130	Lflavo2a006271
OG0002856	Caust.v2_006256	gene-LOC108632572	gene-LOC117222855	gene-LOC106789343	gene-LOC107071521	Lflavo2a000391
OG0002857	Caust.v2_003640	gene-LOC108622330	gene-LOC117224931	gene-LOC106789687	gene-LOC107064421	Lflavo2a000987
OG0002858	Caust.v2_003647	gene-LOC108632423	gene-LOC117222082	gene-LOC106789928	gene-LOC107073824	Lflavo2a002970
OG0002859	Caust.v2_006001	gene-LOC108630713	gene-LOC117229362	gene-LOC106792166	gene-LOC107073824	Lflavo2a013597
OG0002860	Caust.v2_010475	gene-LOC108626204	gene-LOC117217404	gene-LOC106785177	gene-LOC107065732	Lflavo2a012157
OG0002861	Caust.v2_004548	gene-LOC108630131	gene-LOC117227570	gene-LOC106793419	gene-LOC107064460	Lflavo2a006578
OG0002863	Caust.v2_001475	gene-LOC108632572	gene-LOC117224076	gene-LOC106785144	gene-LOC107063866	Lflavo2a011428
OG0002866	Caust.v2_002645	gene-LOC108632572	gene-LOC117224078	gene-LOC106788405	gene-LOC107073371	Lflavo2a006504
OG0002867	Caust.v2_002729	gene-LOC108625339	gene-LOC117228301	gene-LOC106784930	gene-LOC107073824	Lflavo2a011628
OG0002868	Caust.v2_001904	gene-LOC113465116	gene-LOC117223171	gene-LOC106787783	gene-LOC107068993	Lflavo2a010602
OG0002870	Caust.v2_011775	gene-LOC108632572	gene-LOC117224206	gene-LOC106793832	gene-LOC107071199	Lflavo2a010317
OG0002872	Caust.v2_000443	gene-LOC108623499	gene-LOC117223816	gene-LOC106788656	gene-LOC107068636	Lflavo2a006029
OG0002873	Caust.v2_009532	gene-LOC108624398	gene-LOC117217441	gene-LOC106785191	gene-LOC107065299	Lflavo2a013562
OG0002874	Caust.v2_009779	gene-LOC108632572	gene-LOC117225984	gene-LOC106791687	gene-LOC107071249	Lflavo2a002719
OG0002875	Caust.v2_009532	gene-LOC108626919	gene-LOC117225001	gene-LOC106787689	gene-LOC107067058	Lflavo2a013201
OG0002876	Caust.v2_000484	gene-LOC108632970	gene-LOC117223710	gene-LOC106790738	gene-LOC107066344	Lflavo2a009871
OG0002877	Caust.v2_012971	gene-LOC108632572	gene-LOC117226227	gene-LOC106783755	gene-LOC107074278	Lflavo2a006118
OG0002878	Caust.v2_006099	gene-LOC108632572	gene-LOC117220531	gene-LOC106793506	gene-LOC107072707	Lflavo2a012788
OG0002879	Caust.v2_014334	gene-LOC108625112	gene-LOC117226490	gene-LOC106784273	gene-LOC107073824	Lflavo2a009131
OG0002880	Caust.v2_004666	gene-LOC108632572	gene-LOC117219684	gene-LOC106789223	gene-LOC107066904	Lflavo2a012939
OG0002881	Caust.v2_004695	gene-LOC108631859	gene-LOC117226586	gene-LOC106788557	gene-LOC107071782	Lflavo2a004460
OG0002884	Caust.v2_009618	gene-LOC108632572	gene-LOC117223781	gene-LOC106784693	gene-LOC107065065	Lflavo2a009935
OG0002890	Caust.v2_013914	gene-LOC108629927	gene-LOC117219475	gene-LOC106784173	gene-LOC107070164	Lflavo2a002916
OG0002891	Caust.v2_017127	gene-LOC108624676	gene-LOC117224179	gene-LOC106793763	gene-LOC107065141	Lflavo2a009001
OG0002892	Caust.v2_004190	gene-LOC108622679	gene-LOC117224527	gene-LOC106785286	gene-LOC107069078	Lflavo2a011102
OG0002893	Caust.v2_000398	gene-LOC108625588	gene-LOC117224246	gene-LOC106785494	gene-LOC107072546	Lflavo2a007608
OG0002894	Caust.v2_004236	gene-LOC108628009	gene-LOC117224455	gene-LOC106790993	gene-LOC107073824	Lflavo2a007610
OG0002895	Caust.v2_008508	gene-LOC108631687	gene-LOC117226586	gene-LOC106787854	gene-LOC107064630	Lflavo2a003159
OG0002896	Caust.v2_009882	gene-LOC108631595	gene-LOC117220113	gene-LOC106794084	gene-LOC107069436	Lflavo2a003239
OG0002897	Caust.v2_006574	gene-LOC108624827	gene-LOC117227639	gene-LOC106789657	gene-LOC107068775	Lflavo2a007068
OG0002898	Caust.v2_004339	gene-LOC108624596	gene-LOC117219357	gene-LOC106784173	gene-LOC107072566	Lflavo2a006508
OG0002899	Caust.v2_016518	gene-LOC108627794	gene-LOC117218403	gene-LOC106791881	gene-LOC107073065	Lflavo2a006375
OG0002900	Caust.v2_002426	gene-LOC108632572	gene-LOC117228876	gene-LOC106788927	gene-LOC107066940	Lflavo2a011781
OG0002901	Caust.v2_008879	gene-LOC108630773	gene-LOC117223029	gene-LOC106791332	gene-LOC107066013	Lflavo2a008437
OG0002902	Caust.v2_002412	gene-LOC108628718	gene-LOC117228452	gene-LOC106791186	gene-LOC107071735	Lflavo2a011829
OG0002903	Caust.v2_009532	gene-LOC108623815	gene-LOC117229898	gene-LOC106789950	gene-LOC107067597	Lflavo2a006128
OG0002904	Caust.v2_008990	gene-LOC108631590	gene-LOC117226586	gene-LOC106785620	gene-LOC107065927	Lflavo2a009972
OG0002905	Caust.v2_010050	gene-LOC108626217	gene-LOC117223094	gene-LOC106789744	gene-LOC107064212	Lflavo2a008008
OG0002906	Caust.v2_001692	gene-LOC108626937	gene-LOC117226795	gene-LOC106785278	gene-LOC107066337	Lflavo2a000113
OG0002907	Caust.v2_015980	gene-LOC108626764	gene-LOC117227785	gene-LOC106790077	gene-LOC107072955	Lflavo2a010061
OG0002908	Caust.v2_009532	gene-LOC108623316	gene-LOC117226918	gene-LOC106786547	gene-LOC107066699	Lflavo2a001344
OG0002909	Caust.v2_010354	gene-LOC108623339	gene-LOC117226924	gene-LOC106789005	gene-LOC107071541	Lflavo2a007068
OG0002911	Caust.v2_010345	gene-LOC108623347	gene-LOC117221041	gene-LOC106791022	gene-LOC107073048	Lflavo2a009013
OG0002912	Caust.v2_012410	gene-LOC108632572	gene-LOC117228425	gene-LOC106786213	gene-LOC107070346	Lflavo2a004159
OG0002913	Caust.v2_016262	gene-LOC108625009	gene-LOC117227354	gene-LOC106789894	gene-LOC107065767	Lflavo2a007266
OG0002914	Caust.v2_004574	gene-LOC108628954	gene-LOC117226586	gene-LOC106785192	gene-LOC107065255	Lflavo2a003234
OG0002916	Caust.v2_019273	gene-LOC108629644	gene-LOC117221674	gene-LOC106788019	gene-LOC107073935	Lflavo2a005213
OG0002918	Caust.v2_015403	gene-LOC108627808	gene-LOC117226073	gene-LOC106791821	gene-LOC107064899	Lflavo2a007864
OG0002921	Caust.v2_008001	gene-LOC108626158	gene-LOC117228302	gene-LOC106787521	gene-LOC107069516	Lflavo2a011453
OG0002922	Caust.v2_009532	gene-LOC108622887	gene-LOC117228785	gene-LOC106791155	gene-LOC107067472	Lflavo2a001538
OG0002926	Caust.v2_001420	gene-LOC108623981	gene-LOC117229739	gene-LOC106791541	gene-LOC107067759	Lflavo2a012576
OG0002927	Caust.v2_009532	gene-LOC108625437	gene-LOC117218098	gene-LOC106787849	gene-LOC107064605	Lflavo2a006951
OG0002929	Caust.v2_015827	gene-LOC108623253	gene-LOC117222433	gene-LOC106790299	gene-LOC107072230	Lflavo2a012954
OG0002930	Caust.v2_013907	gene-LOC108632572	gene-LOC117220834	gene-LOC106787838	gene-LOC107064610	Lflavo2a005295
OG0002933	Caust.v2_000406	gene-LOC108623482	gene-LOC117220177	gene-LOC106784173	gene-LOC107070871	Lflavo2a002625
OG0002934	Caust.v2_009532	gene-LOC108628256	gene-LOC117220203	gene-LOC106790209	gene-LOC107072543	Lflavo2a002594
OG0002935	Caust.v2_019258	gene-LOC108623904	gene-LOC117224724	gene-LOC106784173	gene-LOC107071092	Lflavo2a008503
OG0002936	Caust.v2_012132	gene-LOC108627357	gene-LOC117217541	gene-LOC106790691	gene-LOC107065739	Lflavo2a008187
OG0002938	Caust.v2_006613	gene-LOC108625906	gene-LOC117225138	gene-LOC106784173	gene-LOC107065057	Lflavo2a002447
OG0002939	Caust.v2_011391	gene-LOC108630970	gene-LOC117221420	gene-LOC106794009	gene-LOC107072309	Lflavo2a012281
OG0002940	Caust.v2_015602	gene-LOC108631057	gene-LOC117221334	gene-LOC106788611	gene-LOC107065799	Lflavo2a006899
OG0002941	Caust.v2_009177	gene-LOC108632572	gene-LOC117227850	gene-LOC106790098	gene-LOC107064153	Lflavo2a004549
OG0002943	Caust.v2_004764	gene-LOC108622109	gene-LOC117218652	gene-LOC106789311	gene-LOC107064146	Lflavo2a005087
OG0002945	Caust.v2_003538	gene-LOC108632412	gene-LOC117224628	gene-LOC106790821	gene-LOC107073824	Lflavo2a013297
OG0002946	Caust.v2_002133	gene-LOC108629246	gene-LOC117220189	gene-LOC106790748	gene-LOC107073824	Lflavo2a002048
OG0002947	Caust.v2_010738	gene-LOC108632013	gene-LOC117226965	gene-LOC106784173	gene-LOC107074510	Lflavo2a013863
OG0002948	Caust.v2_010366	gene-LOC108628048	gene-LOC117223085	gene-LOC106793573	gene-LOC107063976	Lflavo2a001469
OG0002950	Caust.v2_003018	gene-LOC108632376	gene-LOC117221775	gene-LOC106785122	gene-LOC107073824	Lflavo2a002854
OG0002951	Caust.v2_013718	gene-LOC108632572	gene-LOC117222142	gene-LOC106785131	gene-LOC107064002	Lflavo2a002858
OG0002952	Caust.v2_009532	gene-LOC108627287	gene-LOC117229499	gene-LOC106789652	gene-LOC107071988	Lflavo2a013640
OG0002953	Caust.v2_012439	gene-LOC108624449	gene-LOC117229479	gene-LOC106787340	gene-LOC107072399	Lflavo2a000996
OG0002954	Caust.v2_012435	gene-LOC108623892	gene-LOC117229476	gene-LOC106787338	gene-LOC107072397	Lflavo2a010584
OG0002955	Caust.v2_013701	gene-LOC108627450	gene-LOC117226586	gene-LOC106787528	gene-LOC107070423	Lflavo2a003806
OG0002956	Caust.v2_005705	gene-LOC108632572	gene-LOC117218975	gene-LOC106787322	gene-LOC107066744	Lflavo2a002843
OG0002957	Caust.v2_017123	gene-LOC108627320	gene-LOC117226613	gene-LOC106785562	gene-LOC107069023	Lflavo2a000156
OG0002958	Caust.v2_011525	gene-LOC108632607	gene-LOC117218932	gene-LOC106791535	gene-LOC107074132	Lflavo2a006919
OG0002959	Caust.v2_020735	gene-LOC108632620	gene-LOC117225025	gene-LOC106792267	gene-LOC107072457	Lflavo2a006961
OG0002960	Caust.v2_001922	gene-LOC108628611	gene-LOC117220831	gene-LOC106786101	gene-LOC107066761	Lflavo2a000828
OG0002961	Caust.v2_002706	gene-LOC108631135	gene-LOC117227719	gene-LOC106784173	gene-LOC107074533	Lflavo2a013865
OG0002962	Caust.v2_006290	gene-LOC108628509	gene-LOC117228765	gene-LOC106786651	gene-LOC107070462	Lflavo2a012294
OG0002963	Caust.v2_015694	gene-LOC108627419	gene-LOC117218336	gene-LOC106786510	gene-LOC107067863	Lflavo2a008832
OG0002964	Caust.v2_018617	gene-LOC108624974	gene-LOC117218334	gene-LOC106792800	gene-LOC107066019	Lflavo2a008855
OG0002967	Caust.v2_001326	gene-LOC108623527	gene-LOC117229966	gene-LOC106793027	gene-LOC107074476	Lflavo2a011252
OG0002968	Caust.v2_002904	gene-LOC108629885	gene-LOC117230014	gene-LOC106784173	gene-LOC107068367	Lflavo2a004102
OG0002969	Caust.v2_001414	gene-LOC108624026	gene-LOC117229750	gene-LOC106789415	gene-LOC107069283	Lflavo2a005649
OG0002971	Caust.v2_009532	gene-LOC108625490	gene-LOC117218634	gene-LOC106792455	gene-LOC107074209	Lflavo2a005241
OG0002972	Caust.v2_005596	gene-LOC108632590	gene-LOC117222703	gene-LOC106785541	gene-LOC107069005	Lflavo2a003862
OG0002973	Caust.v2_009532	gene-LOC108632597	gene-LOC117221885	gene-LOC106793884	gene-LOC107071141	Lflavo2a002993
OG0002974	Caust.v2_005338	gene-LOC108628842	gene-LOC117218480	gene-LOC106788682	gene-LOC107070052	Lflavo2a008765
OG0002975	Caust.v2_008096	gene-LOC108632572	gene-LOC117218630	gene-LOC106785005	gene-LOC107074121	Lflavo2a011076
OG0002976	Caust.v2_015584	gene-LOC108622517	gene-LOC117229084	gene-LOC106791613	gene-LOC107072032	Lflavo2a009758
OG0002977	Caust.v2_004138	gene-LOC108629545	gene-LOC117229087	gene-LOC106792405	gene-LOC107070897	Lflavo2a004345
OG0002978	Caust.v2_010415	gene-LOC108630386	gene-LOC117221701	gene-LOC106783944	gene-LOC107066232	Lflavo2a011728
OG0002979	Caust.v2_009532	gene-LOC108626668	gene-LOC117228433	gene-LOC106788938	gene-LOC107068544	Lflavo2a007679
OG0002980	Caust.v2_013002	gene-LOC108631392	gene-LOC117222341	gene-LOC106791372	gene-LOC107073824	Lflavo2a006657
OG0002981	Caust.v2_005379	gene-LOC108632572	gene-LOC117218046	gene-LOC106789256	gene-LOC107073147	Lflavo2a007461
OG0002983	Caust.v2_009532	gene-LOC108626685	gene-LOC117224344	gene-LOC106788466	gene-LOC107065523	Lflavo2a013032
OG0002984	Caust.v2_018379	gene-LOC108632572	gene-LOC117221748	gene-LOC106786410	gene-LOC107074179	Lflavo2a013969
OG0002985	Caust.v2_005322	gene-LOC108630308	gene-LOC117217383	gene-LOC106787403	gene-LOC107069480	Lflavo2a007355
OG0002986	Caust.v2_009532	gene-LOC108623243	gene-LOC117224783	gene-LOC106787402	gene-LOC107069629	Lflavo2a002182
OG0002987	Caust.v2_008191	gene-LOC108625749	gene-LOC117222413	gene-LOC106784116	gene-LOC107066665	Lflavo2a012124
OG0002989	Caust.v2_002751	gene-LOC108625374	gene-LOC117217955	gene-LOC106786132	gene-LOC107068932	Lflavo2a010122
OG0002990	Caust.v2_022269	gene-LOC108629692	gene-LOC117221691	gene-LOC106789566	gene-LOC107073409	Lflavo2a000453
OG0002991	Caust.v2_007620	gene-LOC108632572	gene-LOC117219879	gene-LOC106791956	gene-LOC107069167	Lflavo2a005971
OG0002992	Caust.v2_007742	gene-LOC108622651	gene-LOC117220368	gene-LOC106788390	gene-LOC107068068	Lflavo2a001089
OG0002993	Caust.v2_003473	gene-LOC108622690	gene-LOC117221394	gene-LOC106784409	gene-LOC107070657	Lflavo2a010753
OG0002994	Caust.v2_011990	gene-LOC108623269	gene-LOC117228021	gene-LOC106784173	gene-LOC107066064	Lflavo2a007153
OG0002995	Caust.v2_009532	gene-LOC108628394	gene-LOC117224288	gene-LOC106791342	gene-LOC107065981	Lflavo2a012298
OG0002996	Caust.v2_004973	gene-LOC108626715	gene-LOC117227723	gene-LOC106792487	gene-LOC107071438	Lflavo2a013935
