Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Drosophila_melanogaster	Megalopta_genalis-longest-isoforms
OG0000621	XP_006571348.2, XP_396231.4		XP_017888194.1, XP_017888195.1, XP_017888198.1, XP_026673404.1, XP_026673406.1, XP_026673407.1	FBgn0032683	XP_033328605.1, XP_033328606.1
OG0000622	XP_006571706.1, XP_006571707.1, XP_026298308.1, XP_394253.4	Caust.v2_004124	XP_017880515.1, XP_017880524.1, XP_017880542.1	FBgn0260486	XP_033328690.1, XP_033328694.1
OG0000623	XP_006571715.1, XP_016771465.1, XP_016771475.1, XP_026298018.1	Caust.v2_005930, Caust.v2_019157, Caust.v2_019158	XP_026670649.1, XP_026670660.1, XP_026670661.1	FBgn0263197	
OG0000624	XP_016766222.1, XP_026294756.1	Caust.v2_003709, Caust.v2_019262	XP_017880508.1, XP_017880509.1, XP_026669571.1	FBgn0040505	XP_033330552.1, XP_033330555.1, XP_033330556.1
OG0000625	XP_016766759.2, XP_026295624.1, XP_026295625.1	Caust.v2_000184	XP_026675379.1, XP_026675380.1	FBgn0036368	XP_033327031.1, XP_033327038.1, XP_033327046.1, XP_033327054.1
OG0000626	XP_016767336.2, XP_016767346.2, XP_026301797.1	Caust.v2_018323, Caust.v2_019487	XP_017877000.1	FBgn0086693	XP_033323669.1, XP_033323670.1, XP_033323671.1, XP_033323673.1
OG0000627	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296389.1	Caust.v2_006754, Caust.v2_020264	XP_017883156.1, XP_026670874.1	FBgn0053556	XP_033328209.1, XP_033328212.1
OG0000628	XP_016767752.1, XP_026296705.1	Caust.v2_009603, Caust.v2_021537	XP_017877995.1, XP_017878014.1, XP_026668375.1	FBgn0086604	XP_033335560.1, XP_033335562.1, XP_033335564.1
OG0000629	XP_016768175.2, XP_026297243.1, XP_026297245.1, XP_026297246.1	Caust.v2_005590	XP_017892718.1, XP_026675577.1, XP_026675578.1	FBgn0011300	XP_033329063.1, XP_033329066.1
OG0000630	XP_016768349.2	Caust.v2_017928, Caust.v2_020467, Caust.v2_020881, Caust.v2_022267	XP_017892653.1, XP_026675540.1, XP_026675541.1	FBgn0000459, FBgn0285879	XP_033326896.1
OG0000631	XP_016768502.1		XP_017887760.1, XP_017887762.1, XP_017887763.1, XP_026673086.1, XP_026673087.1	FBgn0035397	XP_033328345.1, XP_033328346.1, XP_033328347.1, XP_033328354.1
OG0000632	XP_016768590.1, XP_016768591.1, XP_016768592.1, XP_016768593.1	Caust.v2_010680, Caust.v2_019054	XP_017879449.1, XP_026669985.1	FBgn0010280	XP_033328374.1, XP_033328375.1
OG0000633	XP_016768703.1, XP_392573.4, XP_624430.3	Caust.v2_008139, Caust.v2_017433, Caust.v2_021054	XP_017887630.1, XP_017887704.1, XP_026673157.1	FBgn0034253, FBgn0261641	
OG0000634	XP_016769784.2, XP_016769787.2, XP_016769789.2, XP_016769790.2	Caust.v2_005007, Caust.v2_020478	XP_017892125.1, XP_026675194.1	FBgn0033482, FBgn0035086	XP_033331416.1
OG0000635	XP_016769791.1, XP_016769792.1	Caust.v2_005027	XP_017891947.1, XP_026675276.1, XP_026675277.1	FBgn0025693, FBgn0028516, FBgn0051860	XP_033331401.1, XP_033331403.1
OG0000636	XP_016769987.1	Caust.v2_018704, Caust.v2_019235, Caust.v2_021002	XP_026667697.1, XP_026667698.1, XP_026667699.1, XP_026667700.1, XP_026667701.1	FBgn0050147	XP_033320990.1
OG0000637	XP_016770061.1, XP_393148.4	Caust.v2_009116, Caust.v2_018354, Caust.v2_018823	XP_017886610.1, XP_017886611.1	FBgn0034715, FBgn0034716, FBgn0050277	XP_033340983.1
OG0000638	XP_016770292.2, XP_016770293.2	Caust.v2_012337	XP_026668651.1, XP_026668653.1, XP_026668654.1, XP_026668655.1	FBgn0261954	XP_033342483.1, XP_033342487.1, XP_033342488.1
OG0000639	XP_016770529.1	Caust.v2_002778, Caust.v2_015745	XP_017888257.1, XP_026672900.1	FBgn0020369, FBgn0028685, FBgn0028687, FBgn0036224, FBgn0039788	XP_033337662.1
OG0000640	XP_016770623.2, XP_016770624.1	Caust.v2_000677, Caust.v2_000678	XP_026669832.1, XP_026669833.1	FBgn0031630, FBgn0032910	XP_033334519.1, XP_033334520.1, XP_033334521.1
OG0000641	XP_016772330.2, XP_026301146.1, XP_026301149.1, XP_026301150.1, XP_026301151.1	Caust.v2_002351	XP_017878276.1, XP_017878277.1, XP_026668480.1		XP_033324608.1, XP_033324609.1
OG0000642	XP_026294783.1, XP_026294785.1, XP_026294789.1, XP_026294795.1, XP_026294798.1	Caust.v2_011007, Caust.v2_011010	XP_017875862.1	FBgn0265487	XP_033327639.1, XP_033327679.1
OG0000643	XP_026294971.1	Caust.v2_015344, Caust.v2_016372, Caust.v2_019334	XP_026667733.1, XP_026667734.1, XP_026667736.1	FBgn0002023, FBgn0026411	XP_033331331.1, XP_033331332.1
OG0000644	XP_026295419.1	Caust.v2_014908	XP_017883003.2, XP_017883012.1, XP_017893148.1	FBgn0039846	XP_033328277.1, XP_033332768.1, XP_033333935.1, XP_033334054.1, XP_033334057.1
OG0000645	XP_026295420.1	Caust.v2_002566	XP_017875887.1		XP_033327666.1, XP_033327674.1, XP_033327680.1, XP_033327689.1, XP_033327699.1, XP_033327708.1, XP_033327713.1, XP_033327722.1
OG0000646	XP_026295955.1		XP_026668360.1, XP_026668361.1, XP_026668362.1, XP_026668363.1, XP_026668364.1, XP_026668365.1, XP_026668366.1	FBgn0005561	XP_033332151.1, XP_033332152.1
OG0000647	XP_026296150.1, XP_026296151.1	Caust.v2_020621	XP_017880399.2, XP_026671276.1, XP_026671279.1	FBgn0038135, FBgn0038136, FBgn0052473	XP_033329801.1, XP_033329804.1
OG0000648	XP_026296460.1	Caust.v2_007699	XP_017883524.1, XP_017883525.1, XP_017883526.1, XP_026671040.1, XP_026671041.1, XP_026671042.1	FBgn0051092, FBgn0066101	XP_033335582.1
OG0000649	XP_026296924.1		XP_017885081.1, XP_017885082.1, XP_017885083.1, XP_017885084.1, XP_017885085.1, XP_026671916.1	FBgn0014010	XP_033333520.1, XP_033333521.1, XP_033333524.1
OG0000650	XP_026297029.1	Caust.v2_014899		FBgn0029661, FBgn0030015, FBgn0037242, FBgn0039498	XP_033322697.1, XP_033322698.1, XP_033322701.1, XP_033322702.1, XP_033322703.1
OG0000651	XP_026297066.1, XP_026297067.1, XP_026301406.1	Caust.v2_002216, Caust.v2_015652, Caust.v2_020572	XP_026672559.1, XP_026673535.1	FBgn0037726, FBgn0267432	XP_033322693.1
OG0000652	XP_026297120.1, XP_026297123.1, XP_026297129.1	Caust.v2_021142, Caust.v2_022296	XP_017885052.2, XP_017889214.1, XP_026667395.1	FBgn0261698	XP_033332342.1, XP_033332352.1
OG0000653	XP_026297344.1, XP_026297346.1	Caust.v2_014199, Caust.v2_018139	XP_017883774.1, XP_026671185.1, XP_026675453.1	FBgn0023458	XP_033329143.1, XP_033329147.1, XP_033329148.1
OG0000654	XP_026297373.1, XP_026297374.1, XP_026297375.1, XP_026297377.1, XP_026297378.1	Caust.v2_009518	XP_017885363.1, XP_026668061.1	FBgn0261564	XP_033329197.1, XP_033329198.1
OG0000655	XP_026297458.1	Caust.v2_002389, Caust.v2_002392, Caust.v2_022625	XP_017881631.2, XP_017882404.1	FBgn0026239	XP_033322559.1, XP_033322565.1, XP_033322574.1, XP_033322581.1
OG0000656	XP_026297485.1	Caust.v2_013182, Caust.v2_013272, Caust.v2_017583, Caust.v2_020330, Caust.v2_020729	XP_017890626.2, XP_026670517.1, XP_026670518.1	FBgn0265045	XP_033332314.1
OG0000657	XP_026297548.1, XP_026297549.1, XP_026297551.1	Caust.v2_014186	XP_017875958.1, XP_026667366.1, XP_026667367.1, XP_026667368.1	FBgn0036369	XP_033326186.1, XP_033326187.1
OG0000658	XP_026297556.1, XP_026297559.1, XP_026297560.1	Caust.v2_015768	XP_017887693.1, XP_017887694.1, XP_026673053.1	FBgn0035756	XP_033340107.1, XP_033340110.1, XP_033340111.1
OG0000659	XP_026297631.1, XP_026297635.1, XP_026297636.1, XP_026297638.1	Caust.v2_020612	XP_017881447.1, XP_017882259.1, XP_026670215.1, XP_026670248.1		XP_033329368.1, XP_033329373.1
OG0000660	XP_026297653.1, XP_026297657.1	Caust.v2_013437	XP_017883256.1, XP_017883257.1		XP_033333240.1, XP_033333241.1, XP_033333242.1, XP_033333244.1, XP_033333245.1, XP_033333250.1
OG0000661	XP_026297809.1, XP_026297810.1, XP_026297811.1, XP_026297812.1	Caust.v2_013877, Caust.v2_018491, Caust.v2_020208	XP_017892247.1	FBgn0010407	XP_033333112.1, XP_033333116.1
OG0000662	XP_026297995.1, XP_026297996.1	Caust.v2_008123, Caust.v2_018614	XP_017892515.1, XP_017892516.1, XP_026675396.1, XP_026675397.1	FBgn0035145	XP_033322269.1, XP_033322277.1
OG0000663	XP_026298104.1	Caust.v2_008122, Caust.v2_018615	XP_017892505.1, XP_017892518.1, XP_017892520.1, XP_026675399.1	FBgn0035936, FBgn0037379	XP_033322319.1, XP_033322328.1
OG0000664	XP_026298130.1, XP_026298131.1, XP_026298132.1, XP_026298135.1, XP_026298137.1, XP_026298139.1	Caust.v2_001698	XP_017883380.1, XP_026671017.1	FBgn0025633	XP_033337923.1
OG0000665	XP_026298212.1	Caust.v2_008295, Caust.v2_008296, Caust.v2_020284, Caust.v2_020959	XP_017876175.1, XP_017876178.1, XP_026667467.1	FBgn0263980	XP_033330294.1, XP_033330296.1
OG0000666	XP_026298832.1	Caust.v2_001250, Caust.v2_020954	XP_017876318.1, XP_017886513.2, XP_026675259.1, XP_026675260.1	FBgn0036921, FBgn0051320	XP_033333004.1, XP_033333006.1
OG0000667	XP_026298955.1, XP_026298956.1	Caust.v2_009937	XP_017876467.1, XP_017876468.1, XP_017876469.1, XP_017876684.1, XP_026667675.1	FBgn0036687	XP_033326034.1, XP_033326036.1
OG0000668	XP_026299023.1, XP_026299024.1		XP_017882117.1, XP_017882118.1, XP_026670335.1, XP_026670338.1, XP_026670340.1, XP_026670341.1	FBgn0266696	XP_033325478.1, XP_033325481.1
OG0000669	XP_026299225.1, XP_391838.3	Caust.v2_004204, Caust.v2_005656	XP_026670356.1, XP_026670357.1, XP_026670694.1	FBgn0010352, FBgn0035240	XP_033325719.1, XP_033338446.1
OG0000670	XP_026300039.1, XP_026300041.1, XP_026300043.1	Caust.v2_004536	XP_017886729.1, XP_026672717.1, XP_026672725.1, XP_026672726.1	FBgn0023388	XP_033332429.1, XP_033332430.1
OG0000671	XP_026300144.1	Caust.v2_014310, Caust.v2_016727	XP_017880186.1, XP_017880188.1	FBgn0030257, FBgn0034182, FBgn0034183, FBgn0036839, FBgn0262599	XP_033338621.1
OG0000672	XP_026300191.1	Caust.v2_010364, Caust.v2_016613, Caust.v2_021134	XP_017880148.1, XP_026669317.1, XP_026669318.1, XP_026669319.1	FBgn0264707	XP_033330082.1, XP_033330083.1
OG0000673	XP_026300239.1	Caust.v2_015140, Caust.v2_017409, Caust.v2_018508	XP_017889319.1, XP_017889320.1	FBgn0034529	XP_033335410.1, XP_033335411.1, XP_033335412.1, XP_033335413.1
OG0000674	XP_026300579.1	Caust.v2_000496, Caust.v2_000502	XP_017893380.1, XP_026666804.1, XP_026666807.1	FBgn0050106	XP_033333963.1, XP_033333971.1, XP_033333976.1, XP_033334386.1
OG0000675	XP_026300855.1, XP_026300856.1, XP_026300857.1	Caust.v2_007805	XP_017884723.1, XP_017884724.1, XP_017884725.1, XP_017884726.1, XP_026671618.1	FBgn0024236	XP_033336074.1
OG0000676	XP_026300988.1, XP_026300990.1	Caust.v2_008953, Caust.v2_018442	XP_017887179.1, XP_026672901.1	FBgn0003416	XP_033323935.1, XP_033323936.1, XP_033323937.1, XP_033323938.1
OG0000677	XP_026301086.1	Caust.v2_002288	XP_017885864.1, XP_017889577.1	FBgn0030060, FBgn0030317, FBgn0031320, FBgn0035948, FBgn0036956, FBgn0038581	XP_033341054.1
OG0000678	XP_026301153.1, XP_026301159.1, XP_026301160.1	Caust.v2_004698	XP_017891526.1, XP_017891536.1, XP_026674985.1	FBgn0052549	XP_033324592.1, XP_033324593.1, XP_033324594.1
OG0000679	XP_026301182.1	Caust.v2_002435, Caust.v2_007195, Caust.v2_022493	XP_017885545.1, XP_017889846.1, XP_017889847.1	FBgn0039688	XP_033329482.1, XP_033331022.1, XP_033331023.1
OG0000680	XP_026301553.1, XP_026301554.1	Caust.v2_012370	XP_017886850.1, XP_026669358.1	FBgn0034999, FBgn0265187, FBgn0267828	XP_033321914.1, XP_033330062.1, XP_033333788.1
OG0000681	XP_026301803.1, XP_026301805.1, XP_026301812.1, XP_026301815.1, XP_026301817.1	Caust.v2_015132	XP_017887710.1	FBgn0038874	XP_033329127.1, XP_033329136.1, XP_033329173.1
OG0000682	XP_026301899.1, XP_026301902.1, XP_026301903.1, XP_026301905.1, XP_026301906.1	Caust.v2_013828	XP_017889113.1, XP_026673744.1, XP_026673745.1	FBgn0267390	XP_033341311.1
OG0000683	XP_391922.2		XP_017888494.1, XP_017888495.1, XP_026673516.1, XP_026673517.1	FBgn0004373	XP_033340004.1, XP_033340006.1, XP_033340007.1, XP_033340008.1, XP_033340009.1
OG0000684	XP_394467.1	Caust.v2_012671, Caust.v2_017893	XP_017883280.1, XP_017883281.1	FBgn0000173, FBgn0028913, FBgn0030386, FBgn0264848	XP_033321442.1, XP_033338108.1
OG0000685	XP_394469.1	Caust.v2_007852, Caust.v2_017361		FBgn0003888, FBgn0003889, FBgn0003890, FBgn0284243	XP_033330917.1, XP_033338099.1, XP_033338101.1, XP_033338102.1
OG0000686	XP_396281.5	Caust.v2_008160, Caust.v2_016208, Caust.v2_020368	XP_017883014.1, XP_026667849.1	FBgn0033763, FBgn0036765, FBgn0036768, FBgn0052191	XP_033334236.1
OG0000687		Caust.v2_013055, Caust.v2_016360, Caust.v2_017387, Caust.v2_019014, Caust.v2_019314, Caust.v2_019315, Caust.v2_020558, Caust.v2_022244, Caust.v2_022690	XP_017877003.1		XP_033330628.1
OG0000688		Caust.v2_018653	XP_017875795.1, XP_017876268.1, XP_017877688.1, XP_017885478.1, XP_017886196.1, XP_017888591.1, XP_017888671.1, XP_017889154.1, XP_017890417.1, XP_017890453.1		
OG0000689		Caust.v2_012346	XP_017885046.1, XP_017885047.1, XP_017885050.1, XP_017885051.1, XP_026671577.1, XP_026671578.1	FBgn0036030, FBgn0039790	XP_033333008.1, XP_033340400.1
OG0000690		Caust.v2_018138, Caust.v2_021282	XP_026673496.1, XP_026673497.1, XP_026673498.1, XP_026673499.1, XP_026673500.1, XP_026673501.1	FBgn0030954, FBgn0259231	XP_033324549.1
OG0000691		Caust.v2_016752, Caust.v2_018094, Caust.v2_019847, Caust.v2_019849, Caust.v2_020830	XP_017878397.1, XP_026668623.1, XP_026668624.1	FBgn0029662, FBgn0051559	XP_033323739.1
OG0000692		Caust.v2_012922, Caust.v2_018242	XP_026667172.1, XP_026667173.1, XP_026667174.1, XP_026667175.1, XP_026667177.1, XP_026670943.1	FBgn0052600	XP_033333310.1, XP_033333313.1
OG0000693		Caust.v2_001693	XP_017883388.1, XP_026671021.1, XP_026671022.1, XP_026671023.1	FBgn0024987, FBgn0264270	XP_033337934.1, XP_033337935.1, XP_033337936.1, XP_033337937.1
OG0000694		Caust.v2_002158	XP_017881187.1, XP_017881346.1, XP_017881347.1	FBgn0026872, FBgn0029580, FBgn0037292, FBgn0037539	XP_033329844.1, XP_033329845.1, XP_033329863.1
OG0000695				FBgn0264309, FBgn0266647, FBgn0267042, FBgn0267043, FBgn0267044, FBgn0267045, FBgn0267046, FBgn0267047, FBgn0267048, FBgn0267049, FBgn0267050	
OG0000696				FBgn0025874, FBgn0030240, FBgn0031597, FBgn0031610, FBgn0034643, FBgn0036395, FBgn0036396, FBgn0037085, FBgn0037584, FBgn0037722, FBgn0264744	
OG0000697				FBgn0030148, FBgn0031032, FBgn0031033, FBgn0031034, FBgn0033792, FBgn0038873, FBgn0039091, FBgn0039092, FBgn0039093, FBgn0053337, FBgn0259229	
OG0000698				FBgn0033720, FBgn0034436, FBgn0034437, FBgn0034438, FBgn0034439, FBgn0034440, FBgn0034441, FBgn0050043, FBgn0050047, FBgn0050049, FBgn0053012	
OG0000699				FBgn0036220, FBgn0036225, FBgn0036940, FBgn0036948, FBgn0036949, FBgn0036950, FBgn0036951, FBgn0036952, FBgn0036953, FBgn0038629, FBgn0260393	
OG0000700				FBgn0028870, FBgn0033283, FBgn0033286, FBgn0033287, FBgn0033953, FBgn0033954, FBgn0050362, FBgn0050363, FBgn0050364, FBgn0050366, FBgn0053340	
OG0000701				FBgn0035413, FBgn0035929, FBgn0035931, FBgn0035932, FBgn0035933, FBgn0036563, FBgn0052023, FBgn0052024, FBgn0053258, FBgn0085455, FBgn0085456	
OG0000702				FBgn0004425, FBgn0004427, FBgn0004428, FBgn0004429, FBgn0004430, FBgn0004431, FBgn0029765, FBgn0034092, FBgn0034538, FBgn0035813, FBgn0050062	
OG0000703				FBgn0033727, FBgn0034473, FBgn0036009, FBgn0036078, FBgn0037590, FBgn0037591, FBgn0037594, FBgn0037685, FBgn0038203, FBgn0038798, FBgn0041622	
OG0000704					XP_033329028.1, XP_033329042.1, XP_033329043.1, XP_033329044.1, XP_033329055.1, XP_033329056.1, XP_033338704.1, XP_033338705.1, XP_033338706.1, XP_033338707.1, XP_033338713.1
OG0000705	NP_001011577.1, XP_006567060.1, XP_006567063.1, XP_006567065.1		XP_017877911.1, XP_017877913.1	FBgn0011274, FBgn0260632	XP_033327212.1, XP_033327213.1
OG0000706	NP_001035355.1, XP_006567388.1, XP_006567392.1, XP_016769334.1, XP_016769335.1	Caust.v2_010849		FBgn0028699	XP_033338838.1, XP_033338846.1, XP_033338855.1
OG0000707	NP_001071277.1, XP_006560231.1, XP_006560232.1, XP_006560233.1, XP_006560236.1, XP_026300659.1	Caust.v2_010138		FBgn0024963	XP_033336305.1, XP_033336314.1
OG0000708	NP_001091685.2, XP_006568116.2	Caust.v2_017435, Caust.v2_022379	XP_017878271.1, XP_017878272.1, XP_017878273.1, XP_017878275.1	FBgn0000546	XP_033330346.1
OG0000709	NP_001128421.1, XP_016767017.2	Caust.v2_011047, Caust.v2_014287	XP_017877711.1, XP_017877712.1	FBgn0039580, FBgn0287209	XP_033336794.1, XP_033336798.1
OG0000710	NP_001139212.1	Caust.v2_018855, Caust.v2_018858, Caust.v2_018986, Caust.v2_022018	XP_026668161.1	FBgn0038975	XP_033324591.1, XP_033324611.1, XP_033339653.1
OG0000711	NP_001164444.1	Caust.v2_008853, Caust.v2_012008, Caust.v2_016419	XP_017886760.1	FBgn0031479, FBgn0033518, FBgn0033520, FBgn0033521	XP_033322040.1
OG0000712	NP_001171494.1, XP_003249289.2	Caust.v2_007607, Caust.v2_015821	XP_017885429.1, XP_017891607.1, XP_026674990.1	FBgn0038519, FBgn0040309	XP_033340749.1
OG0000713	NP_001207416.1	Caust.v2_005958	XP_017875606.1, XP_026667189.1, XP_026667190.1, XP_026667192.1	FBgn0001220, FBgn0036915	XP_033340237.1, XP_033341279.1
OG0000714	NP_001229316.1, XP_026295731.1, XP_026295735.1, XP_026295738.1	Caust.v2_019586, Caust.v2_019790, Caust.v2_021626	XP_017885697.1, XP_026672251.1	FBgn0014141	
OG0000715	NP_001229447.1, XP_026301037.1, XP_026301040.1	Caust.v2_004675	XP_017889470.1, XP_026674093.1, XP_026674094.1	FBgn0003575	XP_033324674.1, XP_033324675.1
OG0000716	NP_001314887.1, XP_026299330.1, XP_026299334.1	Caust.v2_001274	XP_017887474.1, XP_017887476.1, XP_017887479.1, XP_026673036.1	FBgn0264386	XP_033337705.1
OG0000717	XP_001120100.2, XP_006561100.1	Caust.v2_003294	XP_026674137.1, XP_026674141.1	FBgn0011659	XP_033324905.1, XP_033324907.1, XP_033324908.1, XP_033324911.1
OG0000718	XP_001120242.1, XP_026300895.1, XP_026300896.1, XP_026300897.1, XP_026300898.1	Caust.v2_014983	XP_017875435.1	FBgn0013342	XP_033336294.1, XP_033336300.1
OG0000719	XP_001120472.1			FBgn0033815, FBgn0034729, FBgn0036670, FBgn0039366, FBgn0039367, FBgn0039368, FBgn0039369, FBgn0039370, FBgn0042133	
OG0000720	XP_001120594.2	Caust.v2_007702, Caust.v2_008285	XP_017890868.1, XP_017890869.1	FBgn0033880, FBgn0051217	XP_033343118.1, XP_033343119.1, XP_033343135.1
OG0000721	XP_001120644.2	Caust.v2_001106, Caust.v2_001249, Caust.v2_003873	XP_017876050.1, XP_017884542.1, XP_026673475.1	FBgn0259745	XP_033330865.1, XP_033330866.1
OG0000722	XP_001120751.2, XP_006561037.2	Caust.v2_008009, Caust.v2_008013, Caust.v2_013093, Caust.v2_017348, Caust.v2_018833, Caust.v2_021733	XP_017886548.2	FBgn0039584	
OG0000723	XP_001121736.2, XP_006566199.1, XP_016770084.1	Caust.v2_006474	XP_017876603.1, XP_017876604.1, XP_017876605.1, XP_017876606.1	FBgn0038016	XP_033340930.1
OG0000724	XP_001121745.3, XP_006561007.2, XP_006561008.2	Caust.v2_002112	XP_017887270.1, XP_017887271.1, XP_017887272.1, XP_026672964.1	FBgn0035253	XP_033321727.1
OG0000725	XP_001121997.2	Caust.v2_009043, Caust.v2_020918, Caust.v2_021725	XP_017881985.1, XP_017883232.1, XP_026670933.1	FBgn0027529, FBgn0033921	XP_033339584.1
OG0000726	XP_001122101.2, XP_016768461.1	Caust.v2_013876, Caust.v2_014768	XP_017892225.1, XP_017892226.1, XP_017892227.1, XP_026675345.1	FBgn0027655	XP_033329487.1
OG0000727	XP_001122458.2, XP_006569959.1, XP_026296694.1	Caust.v2_003315, Caust.v2_020917	XP_017888736.1, XP_026673972.1		XP_033325171.1, XP_033325173.1, XP_033325174.1
OG0000728	XP_001123230.2		XP_017892253.1	FBgn0034126, FBgn0034128, FBgn0034131	XP_033339792.1, XP_033340885.1, XP_033340890.1, XP_033340891.1, XP_033340948.1
OG0000729	XP_003249116.3, XP_006557492.2, XP_006557493.2, XP_016770522.2	Caust.v2_014453, Caust.v2_018187	XP_017885270.2	FBgn0033628	XP_033340243.1, XP_033340244.1
OG0000730	XP_003249917.1, XP_006561750.1, XP_016769539.1	Caust.v2_002717	XP_026674394.1	FBgn0000629, FBgn0004852	XP_033339522.1, XP_033339524.1, XP_033339528.1
OG0000731	XP_003250163.1, XP_006562808.1	Caust.v2_002021	XP_017881252.1, XP_017881256.1, XP_017881257.1, XP_017881259.1, XP_026669871.1	FBgn0022764	XP_033330127.1
OG0000732	XP_003250305.2, XP_006563728.2	Caust.v2_010966		FBgn0028734	XP_033324855.1, XP_033324857.1, XP_033324858.1, XP_033324859.1, XP_033324860.1, XP_033324861.1
OG0000733	XP_003250630.2, XP_006565466.2		XP_017893050.1, XP_017893053.1, XP_017893054.1, XP_017893055.1, XP_017893058.1	FBgn0035793	XP_033331072.1, XP_033331073.1
OG0000734	XP_003251102.1, XP_006567861.1	Caust.v2_014796, Caust.v2_021801	XP_017890136.1, XP_017890137.1, XP_017890138.1	FBgn0261041	XP_033328017.1, XP_033328028.1
OG0000735	XP_006557567.2, XP_026297071.1, XP_026297072.1	Caust.v2_006951, Caust.v2_019455, Caust.v2_020417	XP_017891099.1, XP_026674851.1	FBgn0261549	XP_033320827.1
OG0000736	XP_006557579.1, XP_006557580.1	Caust.v2_015436	XP_017891259.1, XP_026674769.1, XP_026674770.1, XP_026674772.1	FBgn0061469	XP_033330963.1, XP_033330965.1
OG0000737	XP_006557684.2, XP_006557686.2, XP_006557687.2, XP_006557688.2, XP_016766358.2, XP_016766360.2, XP_026294977.1	Caust.v2_003000	XP_017892473.1	FBgn0052529	
OG0000738	XP_006557698.1, XP_006557700.1, XP_006557702.1, XP_006557703.1, XP_392682.3	Caust.v2_009822	XP_026672993.1	FBgn0020496	XP_033333066.1, XP_033333067.1
OG0000739	XP_006558346.1, XP_006558347.1	Caust.v2_002341, Caust.v2_018490	XP_017878317.1, XP_017878318.1, XP_017878319.1	FBgn0034094	XP_033342180.1, XP_033342196.1
OG0000740	XP_006558355.1, XP_624370.2	Caust.v2_015097, Caust.v2_018897, Caust.v2_019481	XP_017892591.1, XP_017892592.1, XP_026675503.1	FBgn0035388	XP_033342397.1
OG0000741	XP_006558516.1, XP_006558519.1, XP_006558523.1	Caust.v2_001549	XP_017887047.1, XP_017887051.1, XP_026672888.1, XP_026672890.1, XP_026672891.1		XP_033330274.1
OG0000742	XP_006558579.1, XP_006558580.1, XP_006558581.1, XP_393035.1	Caust.v2_010740	XP_017893513.1, XP_017893514.1, XP_026666816.1	FBgn0003206	XP_033337659.1
OG0000743	XP_006558861.1	Caust.v2_012033, Caust.v2_019198	XP_017893229.1, XP_026666603.1, XP_026666604.1, XP_026666605.1	FBgn0004167	XP_033333153.1, XP_033333156.1
OG0000744	XP_006558978.2		XP_017891214.1, XP_026674794.1, XP_026674795.1, XP_026674796.1, XP_026674798.1, XP_026674799.1	FBgn0031752	XP_033339295.1, XP_033339296.1
