Geneid	gene_name	SRR1519115_1_cleanedAligned.sortedByCoord.out.bam	SRR1519113_1_cleanedAligned.sortedByCoord.out.bam	SRR1519114_1_cleanedAligned.sortedByCoord.out.bam	SRR1519108_1_cleanedAligned.sortedByCoord.out.bam	SRR1519111_1_cleanedAligned.sortedByCoord.out.bam	SRR1519116_1_cleanedAligned.sortedByCoord.out.bam	SRR1519109_1_cleanedAligned.sortedByCoord.out.bam	SRR1519110_1_cleanedAligned.sortedByCoord.out.bam	SRR1519117_1_cleanedAligned.sortedByCoord.out.bam	SRR1519112_1_cleanedAligned.sortedByCoord.out.bam
gene-LOC106793694	LOC106793694	0	0	0	0	0	0	0	0	0	0
gene-LOC106793731	LOC106793731	3	3	0	3	2	0	9	2	2	3
gene-LOC106793738	LOC106793738	12	2	0	11	5	20	3	9	12	1
gene-LOC106793736	LOC106793736	11	3	2	4	2	3	0	1	2	0
gene-LOC106793729	LOC106793729	32	20	13	16	5	8	2	3	5	6
gene-LOC106793730	LOC106793730	39	55	64	75	31	16	29	44	15	16
gene-LOC106793690	LOC106793690	0	0	0	0	0	0	0	0	0	0
gene-LOC106793709	LOC106793709	31	39	48	34	33	13	28	15	31	22
gene-LOC106793678	LOC106793678	1	5	17	3	5	7	5	2	9	6
gene-LOC106793710	LOC106793710	0	0	0	0	0	1	0	0	0	0
gene-LOC106793680	LOC106793680	2	0	0	0	0	0	0	0	0	0
gene-LOC106793712	LOC106793712	0	0	0	0	0	0	0	0	0	0
gene-LOC106793711	LOC106793711	0	0	0	0	0	0	0	0	3	0
gene-LOC106793734	LOC106793734	33	24	13	4	35	18	21	35	100	40
gene-LOC106793753	LOC106793753	4	12	10	10	19	24	13	15	34	15
gene-LOC106793754	LOC106793754	8	2	12	13	25	19	10	19	24	16
gene-LOC106793742	LOC106793742	1	0	0	0	0	2	1	1	0	0
gene-LOC106793765	LOC106793765	2	6	5	0	3	2	6	5	5	2
gene-LOC106793766	LOC106793766	8	3	6	8	6	2	5	6	6	9
gene-LOC106793782	LOC106793782	0	0	0	0	0	0	0	0	0	0
gene-LOC106793773	LOC106793773	1	0	0	0	0	0	0	1	1	1
gene-LOC106793763	LOC106793763	1	6	2	3	3	0	1	0	1	0
gene-LOC106793767	LOC106793767	1	0	0	3	0	0	3	1	0	0
gene-LOC106793748	LOC106793748	0	0	1	0	0	0	0	0	0	0
gene-LOC106793747	LOC106793747	0	0	0	0	0	0	0	0	0	0
gene-LOC106793778	LOC106793778	31	74	52	57	12	9	12	15	31	20
gene-LOC106793779	LOC106793779	19	32	39	24	3	1	5	1	0	1
gene-LOC106793744	LOC106793744	1	4	0	0	8	0	1	16	0	4
gene-LOC106793749	LOC106793749	0	0	0	0	2	0	0	2	0	1
gene-LOC106793781	LOC106793781	0	0	0	0	0	0	0	0	0	2
gene-LOC106793746	LOC106793746	0	0	0	0	0	0	1	0	0	0
gene-LOC106793780	LOC106793780	7	8	10	4	0	0	4	1	1	1
gene-LOC106793764	LOC106793764	0	1	0	2	0	0	8	0	2	2
gene-LOC106793759	LOC106793759	3	4	7	11	1	1	10	0	2	4
gene-LOC106793757	LOC106793757	0	1	7	6	9	9	7	8	8	10
gene-LOC106793774	LOC106793774	0	0	0	0	0	0	0	0	0	0
gene-LOC106793775	LOC106793775	8	15	18	19	35	31	33	25	40	20
gene-LOC106793776	LOC106793776	1	8	1	2	0	3	0	0	1	0
gene-LOC106793777	LOC106793777	1	0	0	2	1	1	0	1	0	0
gene-LOC106793745	LOC106793745	0	0	0	0	0	0	0	0	0	0
gene-LOC106793756	LOC106793756	3	2	1	10	2	1	2	4	1	1
gene-LOC106793743	LOC106793743	4	5	3	0	5	12	10	9	25	8
gene-Trnas-gcu-2	Trnas-gcu	4	1	0	1	0	4	0	2	0	0
gene-LOC106793771	LOC106793771	2	0	0	9	4	0	3	0	1	1
gene-LOC106793772	LOC106793772	6	8	3	0	0	1	7	2	4	2
gene-LOC106793770	LOC106793770	3	1	8	12	5	0	0	0	7	1
gene-LOC106793769	LOC106793769	3	0	7	4	6	1	2	3	1	1
gene-LOC106793751	LOC106793751	0	0	1	0	0	0	0	0	0	0
gene-LOC106793752	LOC106793752	0	0	0	0	1	1	0	1	0	0
gene-LOC106793750	LOC106793750	1	7	6	21	6	2	10	1	4	7
gene-LOC106793760	LOC106793760	0	0	0	1	5	2	1	0	5	4
gene-LOC106793762	LOC106793762	0	0	0	0	0	0	0	0	0	0
gene-LOC106793783	LOC106793783	2	0	1	1	0	5	1	0	7	0
gene-LOC106793806	LOC106793806	8	8	5	1	22	12	13	28	35	18
gene-LOC106793801	LOC106793801	50	72	59	61	138	129	120	93	179	79
gene-LOC106793807	LOC106793807	73	105	91	132	24	17	17	23	35	18
gene-LOC106793804	LOC106793804	0	0	0	0	0	0	0	1	0	0
gene-LOC106793805	LOC106793805	6	1	4	3	6	1	4	4	0	3
gene-LOC106793803	LOC106793803	11	14	24	17	11	9	8	3	11	15
gene-LOC106793784	LOC106793784	50	44	58	55	80	49	50	45	87	59
gene-LOC106793808	LOC106793808	2	0	0	0	1	0	0	0	0	0
gene-LOC106793800	LOC106793800	144	163	142	99	112	95	113	75	157	113
gene-LOC106793853	LOC106793853	0	0	1	0	0	0	1	0	0	0
gene-LOC106793785	LOC106793785	1	0	0	0	0	0	0	0	0	0
gene-LOC106793845	LOC106793845	5	3	4	6	3	0	9	0	6	3
gene-LOC106793793	LOC106793793	0	2	0	0	0	0	0	0	0	0
gene-LOC106793792	LOC106793792	0	0	3	2	0	0	0	0	0	1
gene-LOC106793875	LOC106793875	0	0	0	0	0	0	0	0	0	0
gene-LOC106793795	LOC106793795	0	1	0	0	0	0	0	0	0	0
gene-LOC106793797	LOC106793797	0	0	0	0	0	0	0	0	0	0
gene-LOC106793839	LOC106793839	6	2	3	2	1	0	1	0	1	1
gene-LOC106793858	LOC106793858	13	9	9	18	15	11	9	9	16	7
gene-LOC106793859	LOC106793859	2	1	0	3	2	3	3	4	5	7
gene-LOC106793872	LOC106793872	3	6	0	7	5	7	4	6	7	2
gene-LOC106793829	LOC106793829	3	2	1	5	4	3	3	8	6	2
gene-LOC106793832	LOC106793832	0	0	0	0	2	0	0	0	1	0
gene-LOC106793831	LOC106793831	1	14	8	16	7	8	9	2	6	10
gene-LOC106793833	LOC106793833	14	10	11	5	10	3	11	6	5	2
gene-LOC106793867	LOC106793867	0	1	0	2	8	2	4	2	10	2
gene-LOC106793834	LOC106793834	0	0	2	1	0	0	2	1	2	1
gene-LOC106793835	LOC106793835	0	0	1	0	0	7	2	2	2	0
gene-LOC106793837	LOC106793837	8	0	1	2	2	7	2	1	1	0
gene-LOC106793799	LOC106793799	0	0	0	0	0	2	0	1	0	0
gene-LOC106793866	LOC106793866	32	34	33	30	61	40	37	37	71	44
gene-LOC106793863	LOC106793863	70	56	65	66	80	76	80	118	36	72
gene-LOC106793864	LOC106793864	10	17	27	23	9	7	10	10	14	3
gene-LOC106793865	LOC106793865	7	12	13	15	0	1	0	0	1	0
gene-LOC106793862	LOC106793862	0	0	1	0	0	0	0	0	0	0
gene-LOC106793861	LOC106793861	2	3	2	0	1	1	0	0	5	1
gene-LOC106793869	LOC106793869	0	0	5	2	1	0	2	3	3	3
gene-LOC106793857	LOC106793857	24	22	16	34	8	8	10	5	20	16
gene-LOC106793856	LOC106793856	55	64	109	88	108	66	94	68	87	81
gene-LOC106793855	LOC106793855	16	23	19	33	56	35	29	39	61	25
gene-LOC106793874	LOC106793874	0	0	0	0	0	0	2	0	0	1
gene-LOC106793838	LOC106793838	1	4	0	0	1	0	2	1	7	2
gene-LOC106793848	LOC106793848	0	2	6	9	6	4	9	2	10	2
gene-LOC106793846	LOC106793846	0	1	1	0	2	2	1	1	3	2
gene-LOC106793851	LOC106793851	3	0	2	2	6	4	5	5	16	0
gene-LOC106793786	LOC106793786	0	0	3	3	1	1	0	0	0	0
gene-LOC106793849	LOC106793849	2	14	3	5	5	4	9	6	13	1
gene-LOC106793850	LOC106793850	2	5	4	6	6	2	6	2	3	3
gene-LOC106793873	LOC106793873	2	5	5	1	3	0	12	0	9	2
gene-LOC106793841	LOC106793841	14	15	3	11	6	3	7	5	5	8
gene-LOC106793844	LOC106793844	16	21	66	50	31	24	27	28	30	20
gene-LOC106793787	LOC106793787	5	4	9	19	34	17	47	14	44	21
gene-LOC106793843	LOC106793843	15	3	14	9	13	8	8	5	23	11
gene-LOC106793798	LOC106793798	0	0	0	0	0	0	0	0	0	0
gene-LOC106793822	LOC106793822	1	0	1	0	0	1	0	0	2	3
gene-LOC106793819	LOC106793819	19	7	31	18	44	36	23	30	21	18
gene-LOC106793821	LOC106793821	57	81	88	72	163	152	134	97	144	89
gene-LOC106793823	LOC106793823	3	2	3	5	4	2	11	8	5	3
gene-LOC106793824	LOC106793824	2	4	0	7	4	0	5	1	4	0
gene-LOC106793788	LOC106793788	1	2	3	0	6	3	2	3	4	1
gene-LOC106793870	LOC106793870	37	51	52	22	7	5	5	4	10	11
gene-LOC106793871	LOC106793871	0	0	0	0	0	0	0	0	0	0
gene-LOC106793796	LOC106793796	0	0	0	1	3	0	0	1	1	1
gene-LOC106793840	LOC106793840	2	1	1	2	0	0	1	0	2	3
gene-Trnap-ugg-3	Trnap-ugg	0	0	0	0	0	0	0	0	0	0
gene-LOC106793860	LOC106793860	3	4	1	2	8	6	9	0	6	11
gene-LOC106793852	LOC106793852	0	3	0	1	8	0	16	1	3	1
gene-LOC106793791	LOC106793791	4	6	5	9	6	2	7	10	7	2
gene-LOC106793826	LOC106793826	0	0	7	0	0	0	0	0	1	0
gene-LOC106793825	LOC106793825	10	12	9	9	1	1	1	0	4	0
gene-LOC106793828	LOC106793828	0	0	0	0	0	0	0	0	0	0
gene-LOC106793789	LOC106793789	0	0	0	2	2	0	0	1	2	1
gene-LOC106793794	LOC106793794	0	0	0	0	0	0	0	0	0	0
gene-LOC106793790	LOC106793790	0	0	0	0	0	0	0	0	0	0
gene-LOC106793868	LOC106793868	3	5	2	6	18	14	9	12	14	14
gene-LOC106793810	LOC106793810	8	1	7	5	11	11	14	17	8	8
gene-LOC106793818	LOC106793818	0	0	0	0	0	0	0	0	0	0
gene-LOC106793813	LOC106793813	0	1	1	3	0	1	1	0	1	0
gene-LOC106793817	LOC106793817	2	0	0	0	3	1	0	2	1	1
gene-LOC106793815	LOC106793815	3	15	14	21	5	6	6	11	17	13
gene-LOC106793809	LOC106793809	99	84	100	104	189	133	154	121	276	133
gene-LOC106793811	LOC106793811	2	5	0	0	2	7	5	2	3	5
gene-LOC106793814	LOC106793814	0	0	2	0	0	0	0	2	0	0
gene-LOC106793816	LOC106793816	0	0	0	0	0	0	0	0	0	0
gene-LOC106793812	LOC106793812	0	0	0	0	0	0	0	0	0	0
gene-LOC106793912	LOC106793912	0	0	0	0	10	6	4	2	1	3
gene-LOC106793876	LOC106793876	2	0	1	4	1	0	1	0	0	1
gene-LOC106793883	LOC106793883	1	0	0	0	0	0	0	0	0	0
gene-LOC106793910	LOC106793910	0	1	0	0	1	2	0	1	1	1
gene-LOC106793877	LOC106793877	5	8	3	0	6	2	1	2	12	1
gene-LOC106793907	LOC106793907	0	0	0	1	6	2	0	1	5	1
gene-LOC106793918	LOC106793918	6	7	3	2	9	20	9	12	21	13
gene-LOC106793916	LOC106793916	0	4	0	0	0	2	1	1	0	3
gene-LOC106793909	LOC106793909	18	20	24	31	12	0	3	0	9	8
gene-LOC106793908	LOC106793908	1	0	5	22	0	0	7	7	2	0
gene-LOC106793878	LOC106793878	1	2	1	2	0	0	12	2	4	2
gene-LOC106793882	LOC106793882	0	0	0	0	0	0	0	0	0	0
gene-LOC106793881	LOC106793881	9	7	6	9	6	0	13	2	6	4
gene-LOC106793901	LOC106793901	0	0	1	0	0	0	0	1	0	0
gene-LOC106793904	LOC106793904	0	0	0	1	0	0	0	0	0	0
gene-LOC106793902	LOC106793902	0	0	0	0	1	1	0	0	0	0
gene-LOC106793906	LOC106793906	5	4	3	8	2	0	4	1	0	0
gene-LOC106793903	LOC106793903	7	18	28	20	1	1	2	0	1	1
gene-LOC106793915	LOC106793915	0	0	0	0	0	0	0	0	0	0
gene-LOC106793914	LOC106793914	1	6	0	0	1	2	3	3	1	2
gene-LOC106793879	LOC106793879	1	2	6	5	2	2	1	6	6	2
gene-LOC106793886	LOC106793886	3	0	0	0	0	0	2	0	0	0
gene-LOC106793891	LOC106793891	0	0	3	0	1	1	0	0	1	1
gene-LOC106793887	LOC106793887	5	6	3	6	2	0	1	1	0	6
gene-LOC106793889	LOC106793889	24	38	19	38	6	3	7	4	19	12
gene-LOC106793890	LOC106793890	10	10	1	1	0	1	0	3	0	1
gene-LOC106793885	LOC106793885	810	1090	1112	706	1464	845	1232	1248	1523	1569
gene-LOC106793888	LOC106793888	71	46	61	58	104	94	118	123	126	63
gene-LOC106793913	LOC106793913	4	4	4	0	3	1	2	7	3	3
gene-LOC106793893	LOC106793893	30	34	55	38	112	62	65	81	95	63
gene-LOC106793894	LOC106793894	0	0	0	3	2	0	2	0	0	1
gene-LOC106793897	LOC106793897	4	4	2	6	0	0	0	0	0	1
gene-LOC106793900	LOC106793900	0	3	0	0	0	1	0	1	1	0
gene-LOC106793895	LOC106793895	4	0	0	0	2	0	0	3	0	0
gene-LOC106793898	LOC106793898	1	5	0	2	0	1	0	1	0	1
gene-LOC106793896	LOC106793896	0	0	0	0	0	0	0	0	0	0
gene-LOC106793880	LOC106793880	0	0	0	0	0	0	0	0	0	0
gene-LOC106793892	LOC106793892	0	0	0	1	0	0	2	0	0	0
gene-LOC106793917	LOC106793917	0	0	0	0	0	0	0	0	0	0
gene-LOC106794012	LOC106794012	0	3	0	0	9	6	5	3	9	5
gene-LOC106793943	LOC106793943	1	0	0	2	5	0	4	0	4	1
gene-LOC106793946	LOC106793946	0	0	0	0	0	0	0	0	1	1
gene-LOC106793944	LOC106793944	0	0	0	3	2	0	0	0	1	0
gene-LOC106793947	LOC106793947	13	14	5	16	17	3	31	5	9	10
gene-LOC106793919	LOC106793919	0	0	0	0	0	0	0	0	0	0
gene-LOC106793920	LOC106793920	0	0	0	1	1	0	0	0	0	0
gene-LOC106793995	LOC106793995	0	2	0	0	2	0	2	0	0	0
gene-LOC106793994	LOC106793994	117	94	97	128	216	204	192	225	250	149
gene-LOC106793993	LOC106793993	305	386	341	312	185	158	197	130	379	244
gene-LOC106793983	LOC106793983	6	0	2	1	2	0	1	1	1	1
gene-LOC106793982	LOC106793982	177	298	248	196	506	545	485	535	520	614
gene-LOC106793981	LOC106793981	18	4	16	22	26	30	42	23	40	30
gene-LOC106793961	LOC106793961	12	15	5	14	13	18	33	11	9	7
gene-Trnal-uag	Trnal-uag	0	0	0	0	0	0	0	0	0	0
gene-LOC106793935	LOC106793935	2	0	0	2	3	3	1	5	3	0
gene-LOC106793930	LOC106793930	12	2	3	8	15	15	24	2	9	12
gene-LOC106793931	LOC106793931	6	3	1	3	7	3	3	3	3	3
gene-LOC106793928	LOC106793928	159	157	139	81	173	103	161	120	239	145
gene-LOC106793933	LOC106793933	6	7	7	4	10	4	7	3	9	1
gene-LOC106793934	LOC106793934	76	95	129	91	114	51	109	69	122	79
gene-LOC106793932	LOC106793932	13	18	19	17	29	9	18	10	32	34
gene-LOC106793936	LOC106793936	25	18	9	4	9	5	3	10	24	4
gene-LOC106793940	LOC106793940	88	73	86	75	148	138	113	136	150	123
gene-LOC106793941	LOC106793941	0	5	0	2	0	2	0	0	1	0
gene-LOC106793937	LOC106793937	0	2	0	2	2	0	0	0	0	0
gene-LOC106793942	LOC106793942	36	23	31	42	11	0	19	1	13	16
gene-LOC106793939	LOC106793939	77	100	94	117	58	44	61	55	96	78
gene-LOC106793927	LOC106793927	0	0	0	0	0	0	2	0	0	0
gene-LOC106794001	LOC106794001	9	14	1	9	5	3	8	4	6	4
gene-LOC106794003	LOC106794003	0	0	0	0	3	1	1	1	2	1
gene-LOC106793921	LOC106793921	0	0	0	0	1	1	2	2	3	1
gene-LOC106794019	LOC106794019	0	0	0	0	1	0	0	3	0	0
gene-LOC106794018	LOC106794018	0	0	0	0	0	0	0	0	0	0
gene-LOC106793991	LOC106793991	2	6	4	5	10	5	4	9	3	1
gene-LOC106794021	LOC106794021	0	5	1	2	3	0	1	0	3	0
gene-LOC106794007	LOC106794007	0	6	1	3	0	0	0	0	0	0
gene-LOC106794008	LOC106794008	3	0	0	3	1	0	5	0	3	1
gene-LOC106793926	LOC106793926	10	8	8	4	19	28	9	13	27	14
gene-LOC106793948	LOC106793948	0	0	0	1	2	1	0	0	2	0
gene-LOC106793950	LOC106793950	3	2	3	1	0	0	0	1	1	1
gene-LOC106793951	LOC106793951	30	27	59	29	69	59	68	67	115	79
gene-LOC106793949	LOC106793949	71	88	110	93	204	243	197	183	272	182
gene-LOC106793952	LOC106793952	1	1	0	5	8	2	6	0	8	3
gene-LOC106793953	LOC106793953	1	2	2	1	5	2	5	0	0	0
gene-LOC106793922	LOC106793922	192	179	227	217	27	0	24	1	71	47
gene-LOC106793954	LOC106793954	0	0	0	4	0	0	3	0	0	2
gene-LOC106793959	LOC106793959	0	2	0	0	1	1	0	1	2	2
gene-LOC106793960	LOC106793960	43	20	33	41	7	5	7	5	7	5
gene-LOC106793956	LOC106793956	5	6	14	9	7	13	3	7	26	12
gene-LOC106793955	LOC106793955	57	39	38	20	92	71	86	82	45	52
gene-LOC106793958	LOC106793958	0	0	0	0	0	0	0	0	0	0
gene-LOC106793957	LOC106793957	0	0	0	1	0	0	0	0	0	0
gene-LOC106794005	LOC106794005	1	11	4	3	6	4	5	19	9	7
gene-LOC106794006	LOC106794006	7	20	4	21	18	17	26	40	5	9
gene-LOC106794004	LOC106794004	0	0	0	0	1	0	3	3	0	0
gene-LOC106793985	LOC106793985	39	59	79	69	72	61	61	50	111	81
gene-LOC106793986	LOC106793986	58	69	71	99	193	189	172	194	228	139
gene-LOC106794010	LOC106794010	55	63	59	75	13	18	23	11	31	14
gene-LOC106794011	LOC106794011	14	33	12	15	7	5	5	3	13	3
gene-LOC106794024	LOC106794024	0	0	0	0	0	0	0	0	0	0
gene-LOC106793923	LOC106793923	0	0	1	0	1	1	2	0	3	0
gene-LOC106794023	LOC106794023	0	0	0	0	0	0	0	1	0	0
gene-LOC106794025	LOC106794025	0	1	1	3	0	0	7	4	3	4
gene-LOC106793924	LOC106793924	13	5	9	11	21	6	17	10	31	20
gene-LOC106793970	LOC106793970	68	59	62	100	173	69	64	148	277	138
gene-LOC106793971	LOC106793971	2	13	4	16	13	10	8	8	9	16
gene-LOC106793972	LOC106793972	0	3	0	0	1	2	8	5	6	4
gene-LOC106793987	LOC106793987	0	1	0	0	0	0	0	0	0	0
gene-LOC106793990	LOC106793990	0	0	0	0	0	0	0	0	0	0
gene-LOC106793989	LOC106793989	4	2	2	2	5	9	12	4	7	7
gene-LOC106793988	LOC106793988	0	4	0	0	3	2	1	0	10	5
gene-LOC106793967	LOC106793967	1	1	1	4	3	1	3	1	4	2
gene-LOC106793969	LOC106793969	2	5	6	9	4	6	1	4	4	1
gene-LOC106793966	LOC106793966	69	37	83	70	112	61	75	88	123	83
gene-LOC106793968	LOC106793968	1	12	4	4	1	1	3	1	3	1
gene-Trnar-ccu	Trnar-ccu	0	2	0	0	0	0	1	0	0	0
gene-LOC106793962	LOC106793962	3	1	1	4	1	6	10	3	3	4
gene-LOC106793964	LOC106793964	34	45	23	48	47	41	31	27	47	50
gene-LOC106793965	LOC106793965	6	4	7	4	2	2	3	4	1	4
gene-LOC106793963	LOC106793963	22	26	35	25	90	73	40	55	67	78
gene-LOC106794015	LOC106794015	0	0	0	0	0	1	0	0	0	0
gene-LOC106794013	LOC106794013	65	65	88	71	20	1	14	7	24	18
gene-LOC106794014	LOC106794014	4	3	12	12	6	6	4	4	15	8
gene-LOC106793925	LOC106793925	0	0	0	0	0	0	0	0	0	0
gene-LOC106794016	LOC106794016	1	0	2	0	1	0	4	0	1	1
gene-LOC106793973	LOC106793973	16	17	14	11	0	0	1	2	1	1
gene-LOC106793977	LOC106793977	3	12	11	36	3	0	1	2	1	1
gene-LOC106793974	LOC106793974	5	1	0	0	1	0	5	0	1	0
gene-LOC106793978	LOC106793978	0	2	0	0	1	2	0	1	1	0
gene-LOC106793975	LOC106793975	0	2	0	0	0	0	6	0	0	1
gene-LOC106793979	LOC106793979	13	27	13	5	23	18	35	24	24	17
gene-LOC106793980	LOC106793980	1	1	0	5	1	0	3	0	0	0
gene-LOC106794020	LOC106794020	5	4	0	3	4	0	1	0	1	1
gene-LOC106794000	LOC106794000	4	4	8	5	4	0	7	0	14	1
gene-LOC106793992	LOC106793992	1	3	3	3	0	5	1	0	2	4
gene-LOC106794009	LOC106794009	1	3	1	10	1	0	10	0	1	0
gene-LOC106793999	LOC106793999	0	0	0	0	0	0	4	0	0	1
gene-LOC106793996	LOC106793996	9	8	0	13	16	22	12	17	15	18
gene-LOC106793998	LOC106793998	9	8	11	11	25	24	18	21	36	13
gene-LOC106793997	LOC106793997	0	4	4	6	0	17	0	12	1	1
gene-LOC106794026	LOC106794026	0	0	0	0	0	0	0	0	0	0
gene-LOC106794027	LOC106794027	0	0	0	0	0	0	0	0	0	0
gene-LOC106794067	LOC106794067	0	1	1	1	0	0	1	1	0	0
gene-LOC106794068	LOC106794068	0	2	1	0	0	0	2	0	0	0
gene-LOC106794072	LOC106794072	0	0	0	0	0	0	0	0	0	0
gene-LOC106794071	LOC106794071	0	0	0	0	0	0	0	0	1	0
gene-LOC106794069	LOC106794069	5	19	2	12	13	13	10	11	11	14
gene-LOC106794034	LOC106794034	0	0	0	0	0	0	0	0	0	0
gene-LOC106794047	LOC106794047	0	0	0	0	0	0	0	0	0	0
gene-LOC106794048	LOC106794048	28	21	34	46	43	41	32	46	60	26
gene-LOC106794046	LOC106794046	26	24	32	48	18	15	13	11	13	14
gene-LOC106794042	LOC106794042	4	0	2	2	10	1	6	2	1	7
gene-LOC106794050	LOC106794050	1	0	0	0	1	0	0	4	3	0
gene-Trnam-cau-2	Trnam-cau	0	0	0	0	0	0	0	0	0	0
gene-LOC106794045	LOC106794045	0	2	0	0	0	1	1	1	1	0
gene-LOC106794036	LOC106794036	0	4	0	0	0	0	0	2	2	0
gene-LOC106794037	LOC106794037	8	7	5	3	6	5	5	11	10	4
gene-LOC106794028	LOC106794028	0	0	0	0	4	0	2	3	11	0
gene-LOC106794029	LOC106794029	1	0	0	0	1	0	0	1	4	2
gene-LOC106794030	LOC106794030	0	0	0	0	0	0	0	0	0	0
gene-LOC106794032	LOC106794032	0	0	0	0	0	0	0	0	0	0
gene-LOC106794040	LOC106794040	0	0	0	0	0	0	0	0	0	0
gene-LOC106794038	LOC106794038	10	5	2	10	10	3	15	1	9	6
gene-LOC106794041	LOC106794041	0	0	0	0	0	1	2	1	0	0
gene-LOC106794051	LOC106794051	1	0	0	2	1	0	3	0	1	1
gene-LOC106794057	LOC106794057	1	0	0	0	1	2	2	3	1	2
gene-LOC106794056	LOC106794056	38	46	29	36	53	31	60	21	21	60
gene-Trnas-cga	Trnas-cga	0	0	0	0	0	0	0	0	0	0
gene-LOC106794073	LOC106794073	0	0	0	0	0	0	0	1	0	0
gene-LOC106794063	LOC106794063	109	102	142	123	87	81	59	92	134	53
gene-LOC106794064	LOC106794064	1	3	1	6	3	1	2	0	2	1
gene-LOC106794065	LOC106794065	13	21	4	19	0	0	4	0	2	0
gene-LOC106794066	LOC106794066	41	21	43	26	24	5	16	4	19	7
gene-LOC106794070	LOC106794070	28	26	29	19	1	1	0	0	0	0
gene-LOC106794052	LOC106794052	3	4	3	11	4	3	3	0	5	2
gene-LOC106794055	LOC106794055	7	8	2	5	0	0	0	0	0	0
gene-LOC106794054	LOC106794054	21	14	27	19	38	37	31	22	53	31
gene-LOC106794053	LOC106794053	11	21	17	10	3	3	5	8	5	3
gene-LOC106794033	LOC106794033	6	4	1	0	0	1	2	0	0	0
gene-LOC106794061	LOC106794061	5	7	2	4	14	5	9	9	8	7
gene-LOC106794059	LOC106794059	72	66	58	78	88	85	125	113	173	57
gene-LOC106794058	LOC106794058	35	31	53	27	35	20	27	29	48	39
gene-LOC106794060	LOC106794060	0	0	0	1	0	0	0	0	0	0
gene-LOC106794035	LOC106794035	0	0	0	0	0	0	0	0	0	0
gene-LOC106794075	LOC106794075	0	0	0	0	0	0	0	0	0	0
gene-LOC106783594	LOC106783594	2	7	0	3	3	0	2	0	0	1
gene-LOC106783595	LOC106783595	4	2	0	0	1	3	2	1	0	0
gene-LOC106794076	LOC106794076	2	2	0	1	2	1	1	1	7	3
gene-LOC106794077	LOC106794077	31	18	5	10	21	32	28	28	42	50
gene-LOC106783620	LOC106783620	0	1	2	0	0	0	2	0	0	0
gene-LOC106783586	LOC106783586	0	0	0	0	0	0	0	0	0	0
gene-LOC106783585	LOC106783585	22	35	33	37	1	0	0	0	3	0
gene-LOC106783587	LOC106783587	33	31	24	13	2	4	7	3	15	8
gene-LOC106783639	LOC106783639	2	0	0	0	7	2	2	6	19	2
gene-LOC106783602	LOC106783602	5	13	8	9	1	1	2	0	0	0
gene-LOC106783604	LOC106783604	0	0	0	0	0	0	0	0	0	1
gene-LOC106783634	LOC106783634	3	1	2	1	1	2	2	4	3	0
gene-LOC106794083	LOC106794083	0	0	0	0	0	0	0	0	0	0
gene-LOC106783614	LOC106783614	0	3	2	0	1	0	5	0	2	1
gene-LOC106783622	LOC106783622	1	2	4	0	0	0	0	3	0	0
gene-LOC106783617	LOC106783617	0	0	0	0	0	0	0	0	0	0
gene-LOC106794078	LOC106794078	49	55	37	65	60	38	44	44	102	48
gene-LOC106783642	LOC106783642	1	1	9	1	7	4	3	11	6	4
gene-LOC106783629	LOC106783629	4	1	12	13	10	7	1	6	18	5
gene-LOC106783600	LOC106783600	0	4	0	3	0	0	1	1	1	0
gene-LOC106783601	LOC106783601	0	2	0	8	3	2	3	0	2	1
gene-LOC106783621	LOC106783621	248	167	207	117	195	118	107	132	187	135
gene-LOC106783610	LOC106783610	7	8	5	5	5	0	21	0	0	4
gene-LOC106783640	LOC106783640	0	1	0	0	0	0	0	1	0	0
gene-LOC106783618	LOC106783618	6	4	0	0	0	0	4	0	0	0
gene-LOC106794082	LOC106794082	1	2	0	1	3	4	3	0	6	2
gene-LOC106783630	LOC106783630	7	3	9	8	15	5	15	12	17	9
gene-LOC106783624	LOC106783624	3	7	1	1	0	1	0	1	0	0
gene-LOC106783631	LOC106783631	0	0	0	0	0	0	0	0	1	0
gene-LOC106783632	LOC106783632	0	0	0	0	0	0	0	0	0	0
gene-LOC106794087	LOC106794087	4	5	1	3	7	0	5	1	1	1
gene-LOC106794089	LOC106794089	12	15	7	14	1	0	0	0	0	0
gene-LOC106783583	LOC106783583	20	13	19	15	23	0	25	2	26	9
gene-LOC106783597	LOC106783597	0	2	0	0	1	1	2	2	2	2
gene-LOC106783633	LOC106783633	2	1	2	0	0	0	0	0	2	0
gene-LOC106794079	LOC106794079	27	26	22	26	7	0	2	0	2	0
gene-LOC106783619	LOC106783619	0	0	1	0	0	0	1	0	4	0
gene-LOC106794090	LOC106794090	7	2	10	4	10	11	14	10	13	5
gene-LOC106783579	LOC106783579	23	22	32	40	41	24	34	30	90	36
gene-LOC106783592	LOC106783592	5	4	7	12	1	3	7	9	4	11
gene-LOC106783588	LOC106783588	81	83	78	87	169	161	118	154	161	117
gene-LOC106783589	LOC106783589	7	1	3	21	8	1	5	2	25	10
gene-LOC106783591	LOC106783591	6	5	12	18	24	6	14	14	17	14
gene-LOC106783593	LOC106783593	1	3	0	4	0	0	0	0	0	0
gene-LOC106783590	LOC106783590	0	0	1	0	0	0	0	0	0	0
gene-LOC106794080	LOC106794080	0	2	2	1	2	2	3	1	3	0
