Geneid	gene_name	SRR1519110_1Aligned.sortedByCoord.out.bam	SRR1519115_1Aligned.sortedByCoord.out.bam	SRR1519117_1Aligned.sortedByCoord.out.bam	SRR1519112_1Aligned.sortedByCoord.out.bam	SRR1519109_1Aligned.sortedByCoord.out.bam	SRR1519111_1Aligned.sortedByCoord.out.bam	SRR1519116_1Aligned.sortedByCoord.out.bam	SRR1519108_1Aligned.sortedByCoord.out.bam	SRR1519113_1Aligned.sortedByCoord.out.bam	SRR1519114_1Aligned.sortedByCoord.out.bam
gene-LOC106785351	LOC106785351	152	222	355	278	286	255	178	218	195	298
gene-LOC106785292	LOC106785292	299	356	369	367	335	341	270	394	359	440
gene-LOC106785293	LOC106785293	913	376	795	687	819	1083	864	302	335	486
gene-LOC106785294	LOC106785294	123	1	0	2	0	125	65	1	20	20
gene-LOC106785295	LOC106785295	522	375	468	513	530	702	354	301	331	362
gene-LOC106785298	LOC106785298	1210	707	1537	1342	1355	1538	1376	581	554	633
gene-LOC106785296	LOC106785296	5	50	28	30	22	27	3	39	39	48
gene-LOC106785300	LOC106785300	2640	1508	1612	2200	2986	2871	2606	1599	1645	2113
gene-LOC106785299	LOC106785299	2026	911	2054	1560	1688	2063	2228	923	909	1193
gene-LOC106785322	LOC106785322	3626	566	1363	1350	1995	2195	2708	1346	1052	1152
gene-LOC106785324	LOC106785324	696	319	559	516	560	623	634	249	281	339
gene-LOC106785323	LOC106785323	483	195	392	371	453	491	469	253	222	294
gene-LOC106785354	LOC106785354	770	507	1011	946	950	968	874	704	602	715
gene-LOC106785355	LOC106785355	2619	486	2413	1787	2220	2602	3033	841	631	838
gene-LOC106785360	LOC106785360	144	68	135	77	124	121	162	74	79	118
gene-LOC106785309	LOC106785309	3995	1622	3723	2667	3281	4023	3109	1696	1672	1979
gene-LOC106785310	LOC106785310	180	107	283	213	208	238	156	116	130	140
gene-LOC106785286	LOC106785286	294	194	454	274	346	369	363	178	189	219
gene-LOC106785312	LOC106785312	3357	2047	2919	3348	3317	3531	3723	1856	1646	2074
gene-LOC106785313	LOC106785313	1102	1036	29	11	926	982	2727	23	889	353
gene-LOC106785290	LOC106785290	0	0	0	0	0	7	0	0	0	0
gene-LOC106785345	LOC106785345	787	229	465	531	629	661	895	274	260	341
gene-LOC106785346	LOC106785346	12	0	18	10	14	10	14	12	1	1
gene-LOC106785332	LOC106785332	2894	2152	4822	2967	2665	3496	3060	1908	1955	1840
gene-LOC106785280	LOC106785280	71	23	34	57	62	57	60	47	14	28
gene-LOC106785343	LOC106785343	377	148	388	323	296	412	368	215	139	206
gene-LOC106785358	LOC106785358	915	437	993	793	968	958	972	523	537	551
gene-LOC106785291	LOC106785291	0	3	0	0	1	1	0	3	0	3
gene-LOC106785344	LOC106785344	1141	6216	1826	2079	1725	2472	1259	629	2049	907
gene-LOC106785352	LOC106785352	1167	392	775	586	676	903	2022	326	424	448
gene-LOC106785338	LOC106785338	1527	1124	1146	1468	1317	1770	1462	1040	844	1004
gene-LOC106785340	LOC106785340	5343	6314	1718	2155	5515	4027	3365	1801	3812	2620
gene-LOC106785341	LOC106785341	567	241	448	458	419	614	575	254	288	291
gene-LOC106785305	LOC106785305	4200	2209	3153	2770	3514	3676	3839	1702	1845	1831
gene-LOC106785307	LOC106785307	12	5	23	18	32	18	18	2	6	5
gene-LOC106785306	LOC106785306	48	26	48	61	39	66	43	29	16	43
gene-LOC106785308	LOC106785308	106	164	130	126	137	155	95	185	152	213
gene-LOC106785314	LOC106785314	3214	1378	2207	2125	2514	3274	2490	1472	1342	1354
gene-LOC106785364	LOC106785364	1	0	0	1	3	5	0	2	0	0
gene-LOC106785282	LOC106785282	0	0	0	0	0	0	0	0	0	0
gene-LOC106785347	LOC106785347	1288	553	1450	1127	1178	1290	1161	750	616	750
gene-LOC106785348	LOC106785348	6	1	12	9	4	16	7	2	6	3
gene-LOC106785366	LOC106785366	9	3	3	2	4	3	1	2	2	1
gene-LOC106785365	LOC106785365	9	3	16	7	3	17	3	3	5	3
gene-LOC106785325	LOC106785325	3874	1620	4281	2884	3078	3970	3627	1359	1321	1763
gene-LOC106785339	LOC106785339	478	155	962	406	371	563	300	199	137	236
gene-LOC106785283	LOC106785283	3	1	1	2	2	1	0	5	1	6
gene-LOC106785357	LOC106785357	30	82	136	88	91	77	34	98	73	78
gene-LOC106785356	LOC106785356	86	18	45	85	97	101	31	55	40	49
gene-LOC106785336	LOC106785336	378	243	511	481	323	428	379	352	269	263
gene-LOC106785284	LOC106785284	466	316	609	552	485	541	515	336	328	371
gene-LOC106785337	LOC106785337	130	149	170	127	132	159	134	147	116	149
gene-LOC106785285	LOC106785285	2	2	1	6	1	5	3	4	6	6
gene-LOC106785329	LOC106785329	162	158	149	127	155	161	130	167	136	158
gene-LOC106785331	LOC106785331	525	361	453	571	472	671	557	322	310	357
gene-LOC106785330	LOC106785330	38	3	44	75	13	28	44	37	17	38
gene-LOC106785288	LOC106785288	789	368	826	713	812	883	815	361	466	511
gene-LOC106785317	LOC106785317	363	155	389	338	388	402	395	143	124	183
gene-LOC106785319	LOC106785319	924	556	1386	732	968	1105	984	472	520	490
gene-LOC106785318	LOC106785318	104	110	192	61	167	175	258	44	112	70
gene-LOC106785321	LOC106785321	412	230	542	348	387	490	405	340	221	365
gene-LOC106785328	LOC106785328	326	180	157	197	406	377	420	172	185	136
gene-LOC106785327	LOC106785327	1051	307	555	586	942	1057	1017	386	468	376
gene-Trnac-gca-2	Trnac-gca	0	0	0	0	0	0	0	0	0	0
gene-Trnad-guc-4	Trnad-guc	0	0	0	0	0	0	0	0	0	0
gene-Trnad-guc-5	Trnad-guc	0	0	0	0	0	0	0	0	0	0
gene-LOC106785333	LOC106785333	105	80	67	79	153	137	112	74	95	116
gene-LOC106785334	LOC106785334	514	153	37	66	282	539	237	152	222	96
gene-LOC106785375	LOC106785375	3057	1445	2635	1885	2959	3155	2871	1162	1563	1729
gene-LOC106785403	LOC106785403	427	180	371	370	362	482	547	287	242	252
gene-LOC106785402	LOC106785402	70	54	98	88	69	73	76	85	47	107
gene-LOC106785378	LOC106785378	673	493	787	766	707	864	662	628	543	602
gene-LOC106785379	LOC106785379	1490	554	1187	1010	1187	1362	1372	583	581	734
gene-LOC106785392	LOC106785392	1	3	0	2	6	5	4	0	4	1
gene-LOC106785390	LOC106785390	1044	515	353	1212	1502	2309	920	933	671	840
gene-LOC106785389	LOC106785389	12	10	19	18	15	19	3	22	24	20
gene-LOC106785388	LOC106785388	168	134	109	98	165	183	149	146	109	135
gene-LOC106785387	LOC106785387	211	30	39	67	115	133	179	42	86	44
gene-LOC106785399	LOC106785399	571	279	570	474	511	610	507	380	328	386
gene-LOC106785404	LOC106785404	122	73	140	172	101	197	103	94	108	86
gene-LOC106785370	LOC106785370	2	0	0	0	0	1	1	0	1	0
gene-LOC106785401	LOC106785401	989	408	2099	1113	1200	1016	1190	590	366	504
gene-LOC106785386	LOC106785386	3371	1610	2657	2000	2994	3092	3224	1709	1592	2001
gene-LOC106785371	LOC106785371	1700	810	961	933	1402	1774	1863	641	703	739
gene-LOC106785373	LOC106785373	1	12	5	4	4	5	0	5	0	3
gene-LOC106785372	LOC106785372	3	12	33	12	13	34	10	9	13	16
gene-LOC106785384	LOC106785384	2253	1831	2481	1941	2265	2372	2281	1702	1608	1754
gene-LOC106785374	LOC106785374	2285	1622	2769	2328	1776	3040	2006	1022	1068	1120
gene-LOC106785385	LOC106785385	1236	693	1206	1017	1217	1164	1262	699	627	899
gene-LOC106785397	LOC106785397	750	363	691	581	632	726	773	407	392	414
gene-LOC106785398	LOC106785398	2	315	0	2	2	3	0	290	348	339
gene-LOC106785405	LOC106785405	3	17	44	31	46	44	6	75	43	55
gene-LOC106785400	LOC106785400	492	358	719	571	564	653	543	238	329	367
gene-LOC106785367	LOC106785367	406	225	477	427	448	514	398	253	237	323
gene-LOC106785377	LOC106785377	1713	890	1129	1171	1489	1906	1281	1017	926	1086
gene-LOC106785394	LOC106785394	2064	636	1709	1518	1771	2013	2266	635	804	976
gene-LOC106785395	LOC106785395	947	267	972	942	913	955	1054	444	297	448
gene-LOC106785408	LOC106785408	7	4	8	6	7	8	0	5	11	5
gene-LOC106785407	LOC106785407	9	17	15	5	8	10	2	6	14	11
gene-LOC106785396	LOC106785396	1413	673	2496	1245	1694	1385	1629	978	700	879
gene-LOC106785368	LOC106785368	25	88	63	51	50	48	16	72	134	103
gene-LOC106785393	LOC106785393	1120	806	1167	837	1008	1309	1166	565	627	659
gene-LOC106785382	LOC106785382	656	174	519	320	498	641	637	305	177	363
gene-LOC106785383	LOC106785383	1047	380	1190	724	992	976	1117	455	405	486
gene-LOC106785369	LOC106785369	0	1	3	3	2	2	5	6	7	2
gene-LOC106785406	LOC106785406	93	27	3	5	109	34	83	110	52	43
gene-LOC106785380	LOC106785380	919	900	1460	1028	958	1261	907	740	758	739
gene-LOC106785427	LOC106785427	7187	4405	6088	3610	7458	6252	8015	3494	4479	4632
gene-LOC106785441	LOC106785441	400	259	16	9	158	152	563	13	240	101
gene-LOC106785442	LOC106785442	67	54	0	3	37	41	93	4	43	18
gene-LOC106785452	LOC106785452	219	20	34	48	120	132	235	21	44	69
gene-LOC106785453	LOC106785453	4	1	0	0	6	0	2	1	0	2
gene-LOC106785435	LOC106785435	2600	1115	1891	1444	2668	2332	2379	986	1001	1107
gene-LOC106785455	LOC106785455	40	31	9	56	66	68	23	33	26	26
gene-LOC106785431	LOC106785431	3953	3226	3972	3221	3702	4254	3730	2238	2645	2748
gene-LOC106785413	LOC106785413	1	7	6	1	11	12	5	1	4	13
gene-LOC106785446	LOC106785446	614	1774	71	147	931	726	762	1181	1090	2925
gene-LOC106785418	LOC106785418	2250	654	1635	1582	1807	2174	1885	860	712	993
gene-LOC106785419	LOC106785419	56	154	137	108	100	116	53	81	119	143
gene-LOC106785417	LOC106785417	2224	1199	1743	2180	2344	2730	1860	1149	1127	1237
gene-LOC106785421	LOC106785421	634	387	949	738	697	692	706	505	466	655
gene-LOC106785420	LOC106785420	140	190	137	147	160	182	105	141	129	149
gene-LOC106785439	LOC106785439	1569	537	1951	1171	1409	1598	1942	518	610	675
gene-LOC106785440	LOC106785440	87	451	255	239	220	223	99	433	507	440
gene-LOC106785434	LOC106785434	843	327	373	708	875	1084	463	529	444	550
gene-LOC106785432	LOC106785432	3275	1876	2870	3683	3640	3830	3179	1568	1796	2340
gene-LOC106785451	LOC106785451	534	149	658	507	568	615	623	218	169	264
gene-LOC106785450	LOC106785450	179	22	111	110	166	156	241	85	49	93
gene-LOC106785437	LOC106785437	1088	534	1214	954	1146	1334	954	693	492	772
gene-LOC106785424	LOC106785424	1069	952	2017	1419	1491	1626	987	1106	1050	1195
gene-LOC106785425	LOC106785425	1256	498	1383	1080	1264	1448	1415	480	426	538
gene-LOC106785423	LOC106785423	5627	2879	7328	4293	4910	5691	5032	2985	2840	3052
gene-LOC106785426	LOC106785426	756	391	848	725	811	879	755	295	318	329
gene-LOC106785429	LOC106785429	1699	1693	1402	1652	1711	2101	1424	1119	1434	1218
gene-LOC106785409	LOC106785409	0	0	0	0	0	1	0	1	1	2
gene-LOC106785410	LOC106785410	0	0	0	0	0	1	3	0	0	0
gene-LOC106785412	LOC106785412	11	3	3	2	13	9	2	9	1	4
gene-LOC106785436	LOC106785436	21073	6492	18623	15798	20410	22283	22879	7945	6913	8275
gene-LOC106785448	LOC106785448	203	259	451	522	454	516	142	279	307	346
gene-LOC106785438	LOC106785438	254	99	136	166	233	233	169	119	156	102
gene-LOC106785443	LOC106785443	504	391	461	427	606	605	575	283	318	395
gene-LOC106785449	LOC106785449	482	195	438	415	424	590	581	254	199	256
gene-LOC106785430	LOC106785430	654	393	839	526	564	774	615	325	334	348
gene-LOC106785414	LOC106785414	1740	644	1502	1937	1859	2276	1073	1080	796	1038
gene-LOC106785415	LOC106785415	4577	1468	5509	4334	3355	6672	3912	2836	2114	2607
gene-LOC106785416	LOC106785416	27	0	128	26	17	19	43	2	1	6
gene-LOC106785445	LOC106785445	41	13	21	17	9	9	25	47	11	17
gene-LOC106785444	LOC106785444	305	224	285	545	334	526	213	277	236	312
gene-LOC106785491	LOC106785491	152	77	144	158	193	198	168	114	98	140
gene-LOC106785489	LOC106785489	107	389	134	156	185	167	86	354	302	414
gene-LOC106785496	LOC106785496	248	197	213	153	222	272	220	186	184	164
gene-LOC106785479	LOC106785479	2762	689	889	719	2417	2873	2301	898	700	1087
gene-LOC106785480	LOC106785480	818	314	969	726	713	832	945	377	329	426
gene-LOC106785476	LOC106785476	338	93	247	312	235	481	251	129	113	140
gene-LOC106785477	LOC106785477	2536	890	3390	2365	2027	3075	2765	990	1003	1164
gene-LOC106785478	LOC106785478	639	388	875	652	704	852	881	302	386	369
gene-LOC106785475	LOC106785475	404	298	465	412	486	471	334	324	356	419
gene-LOC106785463	LOC106785463	224	90	185	196	166	233	146	135	93	139
gene-LOC106785461	LOC106785461	10774	6607	13054	9709	9959	11508	9962	6118	6109	6292
gene-LOC106785465	LOC106785465	2152	1676	295	159	1311	1193	5368	83	1141	577
gene-LOC106785464	LOC106785464	3	5	3	9	2	6	4	5	1	0
gene-LOC106785460	LOC106785460	2580	887	2818	1671	1780	2810	1812	1056	1045	1136
gene-LOC106785462	LOC106785462	2771	348	706	1387	2360	2599	1425	947	507	850
gene-LOC106785466	LOC106785466	291	117	250	195	225	245	291	131	116	108
gene-LOC106785468	LOC106785468	3697	1828	7716	4849	2739	6139	3080	1746	1201	2091
gene-LOC106785469	LOC106785469	24	7	8	2	22	8	10	1	22	7
gene-LOC106785497	LOC106785497	79	169	99	104	97	132	66	148	140	163
gene-LOC106785492	LOC106785492	1457	700	1040	965	1239	1291	1464	877	679	945
gene-LOC106785472	LOC106785472	120	185	234	217	166	223	91	232	165	198
gene-LOC106785471	LOC106785471	107	151	149	127	103	138	76	155	167	200
gene-LOC106785470	LOC106785470	1025	446	902	890	1041	1045	1076	499	479	576
gene-LOC106785456	LOC106785456	4	1	0	1	1	2	0	1	0	0
gene-LOC106785473	LOC106785473	12210	5510	8187	9791	13942	13197	14470	6810	7117	9994
gene-LOC106785474	LOC106785474	493	350	728	443	517	656	436	292	361	296
gene-LOC106785498	LOC106785498	14	30	25	31	18	35	24	12	16	12
gene-LOC106785485	LOC106785485	3500	1850	5529	3069	3849	4388	3696	1585	1830	2261
gene-LOC106785486	LOC106785486	523	315	699	590	484	604	478	315	354	304
gene-LOC106785484	LOC106785484	37	19	46	30	59	52	30	20	32	22
gene-LOC106785483	LOC106785483	47	23	54	21	37	66	44	17	21	40
gene-LOC106785482	LOC106785482	408	214	285	390	486	522	417	292	264	381
gene-LOC106785481	LOC106785481	1165	609	819	909	1005	1186	1039	556	593	773
gene-LOC106785495	LOC106785495	642	379	861	563	713	643	740	329	421	440
gene-LOC106785457	LOC106785457	0	0	0	0	0	0	1	0	0	0
gene-LOC106785467	LOC106785467	394	4	0	0	332	15	15	251	47	27
gene-LOC106785488	LOC106785488	4759	1900	1179	1382	3892	4402	2610	2546	2291	2331
gene-Trnal-caa	Trnal-caa	0	0	0	0	0	0	0	0	0	0
gene-LOC106785493	LOC106785493	306	144	194	182	253	342	247	137	140	168
gene-LOC106785458	LOC106785458	0	0	3	1	2	3	2	2	1	1
gene-LOC106785494	LOC106785494	2	1	0	0	3	0	1	1	1	0
gene-LOC106785459	LOC106785459	3	1	0	0	1	1	2	0	0	0
gene-LOC106785570	LOC106785570	557	148	49	138	397	464	241	394	380	196
gene-LOC106785571	LOC106785571	63	0	0	5	24	21	11	2	4	9
gene-LOC106785511	LOC106785511	232	27	117	34	169	129	77	207	20	92
gene-LOC106785528	LOC106785528	187	141	190	145	199	177	230	138	168	161
gene-LOC106785530	LOC106785530	5153	2210	6508	4693	4242	4826	6249	2204	2582	2456
gene-LOC106785557	LOC106785557	1210	883	1203	976	1152	1183	1413	742	831	828
gene-LOC106785569	LOC106785569	353	511	935	641	534	639	280	506	530	590
gene-Trnag-gcc-3	Trnag-gcc	0	0	0	0	0	0	0	0	0	0
gene-Trnag-gcc-4	Trnag-gcc	0	0	0	0	0	0	0	0	0	0
gene-LOC106785500	LOC106785500	0	0	0	0	0	0	1	0	0	0
gene-LOC106785545	LOC106785545	115	53	129	132	106	164	68	31	38	26
gene-LOC106785547	LOC106785547	3	2	10	8	6	9	5	3	4	1
gene-LOC106785544	LOC106785544	129	60	165	111	169	145	106	81	49	101
gene-LOC106785546	LOC106785546	228	187	272	230	274	301	235	212	197	280
gene-LOC106785531	LOC106785531	2990	1817	3407	3676	3094	3923	2983	1778	1390	1509
gene-LOC106785563	LOC106785563	251	119	174	105	214	214	118	127	88	95
gene-LOC106785551	LOC106785551	398	312	584	364	464	490	426	325	264	323
gene-LOC106785553	LOC106785553	373	47	22	31	232	219	367	92	65	100
gene-LOC106785561	LOC106785561	363	316	300	424	714	383	442	197	240	214
gene-LOC106785501	LOC106785501	1	0	0	0	0	0	0	0	0	0
gene-LOC106785502	LOC106785502	0	0	0	0	0	0	0	0	0	0
gene-LOC106785556	LOC106785556	210	148	430	367	167	352	210	154	132	136
gene-LOC106785538	LOC106785538	278	96	181	176	222	234	221	107	103	135
gene-LOC106785539	LOC106785539	397	380	341	344	459	407	400	300	370	444
gene-LOC106785503	LOC106785503	18	3	4	3	5	5	10	4	1	1
gene-LOC106785524	LOC106785524	2239	1181	4226	2211	1588	3151	1623	1079	836	1199
gene-LOC106785523	LOC106785523	3672	1285	1814	2493	3435	5060	2847	1493	1758	1900
gene-LOC106785527	LOC106785527	13	2	26	18	16	33	21	2	7	4
gene-LOC106785526	LOC106785526	6224	3524	9118	6219	6409	7305	8324	3241	3405	3474
gene-LOC106785525	LOC106785525	727	353	741	567	538	723	656	389	349	428
gene-LOC106785521	LOC106785521	4118	3217	3377	6350	4301	5152	4400	2511	3393	3098
gene-LOC106785537	LOC106785537	3012	1589	3741	2825	2602	4293	2807	1147	908	1501
gene-LOC106785567	LOC106785567	1015	513	631	667	869	860	1176	680	653	812
gene-LOC106785574	LOC106785574	22	33	5	9	57	18	27	9	15	5
gene-LOC106785504	LOC106785504	0	0	0	0	0	1	3	3	0	0
gene-LOC106785505	LOC106785505	0	0	0	0	0	0	0	0	0	0
gene-LOC106785507	LOC106785507	1	0	0	0	0	0	2	0	0	2
gene-LOC106785514	LOC106785514	25	0	16	12	19	26	38	3	6	3
gene-LOC106785562	LOC106785562	1962	16	9	3	200	275	2686	77	311	333
gene-LOC106785508	LOC106785508	74	27	49	0	671	91	1736	52	25	282
gene-LOC106785509	LOC106785509	2	0	1	0	1	2	5	4	1	0
gene-LOC106785540	LOC106785540	4625	7274	5730	8060	5623	7347	5689	3644	5173	5439
gene-LOC106785568	LOC106785568	589	441	753	610	682	663	543	526	574	572
gene-LOC106785515	LOC106785515	196	52	157	144	157	224	191	87	51	100
gene-LOC106785519	LOC106785519	3475	2222	3467	2990	4107	4309	3183	1707	2233	2199
gene-LOC106785518	LOC106785518	1020	262	575	518	848	798	1102	372	339	420
gene-LOC106785520	LOC106785520	184	64	178	184	102	129	108	87	69	46
gene-LOC106785516	LOC106785516	5830	2807	8571	7629	5932	9281	6790	2544	2011	2931
gene-LOC106785517	LOC106785517	1110	367	960	562	1247	1334	2563	293	615	694
gene-LOC106785543	LOC106785543	160	2	40	3	137	43	97	8	23	0
gene-LOC106785542	LOC106785542	590	1160	628	964	698	1041	406	708	910	938
gene-LOC106785513	LOC106785513	13	21	8	7	14	6	27	22	21	6
gene-LOC106785534	LOC106785534	4183	2572	3677	4096	4227	5144	3353	1982	2396	2533
gene-LOC106785536	LOC106785536	127	67	231	160	107	137	140	47	40	38
gene-Trnar-acg-4	Trnar-acg	0	0	0	0	0	0	0	0	0	0
gene-LOC106785535	LOC106785535	620	166	359	417	606	630	605	294	189	275
gene-LOC106785533	LOC106785533	304	328	645	376	343	405	296	422	399	407
gene-LOC106785559	LOC106785559	1	26	12	9	4	4	1	31	27	30
gene-LOC106785560	LOC106785560	3751	922	3182	2743	3477	3695	4374	1259	1159	1388
gene-LOC106785541	LOC106785541	1246	874	1348	1207	1341	1489	1261	705	750	719
gene-LOC106785549	LOC106785549	401	211	533	447	504	516	430	176	159	224
gene-LOC106785550	LOC106785550	518	172	438	465	515	558	563	265	236	342
gene-LOC106785548	LOC106785548	235	124	302	209	267	236	269	143	151	218
gene-LOC106785572	LOC106785572	174	115	261	220	210	234	196	140	123	153
gene-LOC106785573	LOC106785573	0	76	0	0	0	0	0	88	81	63
gene-LOC106785564	LOC106785564	436	1855	586	789	595	560	409	2062	2813	1099
gene-LOC106785555	LOC106785555	179	151	234	203	308	251	157	178	156	178
gene-LOC106785554	LOC106785554	61	325	107	86	93	128	49	379	328	379
gene-LOC106785512	LOC106785512	909	579	1391	1252	1026	1230	1133	555	609	730
gene-LOC106785565	LOC106785565	256	157	186	234	286	393	187	157	189	210
gene-LOC106785620	LOC106785620	7873	3271	4848	5517	7290	7429	8548	3413	3432	4344
gene-LOC106785576	LOC106785576	622	347	783	621	693	744	692	420	318	352
gene-LOC106785632	LOC106785632	214	145	166	153	186	229	163	157	112	200
gene-LOC106785606	LOC106785606	1	0	1	2	0	3	2	5	0	0
gene-LOC106785608	LOC106785608	638	171	301	443	513	575	455	266	202	369
gene-LOC106785607	LOC106785607	110	356	241	227	173	173	116	470	321	368
gene-LOC106785611	LOC106785611	72	20	75	115	82	57	46	48	28	38
gene-LOC106785609	LOC106785609	406	119	203	405	430	279	418	167	163	164
gene-LOC106785622	LOC106785622	1034	397	992	931	929	1031	933	559	462	563
gene-LOC106785627	LOC106785627	367	285	547	424	468	410	277	260	314	344
gene-LOC106785626	LOC106785626	37	31	41	39	41	36	23	39	35	72
gene-LOC106785628	LOC106785628	323	166	246	296	281	391	281	169	154	201
gene-LOC106785634	LOC106785634	112	173	212	187	157	160	107	180	162	174
gene-LOC106785636	LOC106785636	1269	115	25	21	77	1240	719	20	338	181
gene-LOC106785603	LOC106785603	1010	489	595	626	939	1100	870	563	571	511
gene-LOC106785604	LOC106785604	3129	1503	3902	2715	3067	3336	3288	1390	1600	1510
gene-LOC106785630	LOC106785630	674	305	657	537	617	629	817	367	317	441
gene-LOC106785613	LOC106785613	3162	187	329	467	1918	1402	964	858	307	439
gene-LOC106785616	LOC106785616	3	1	8	5	10	2	7	9	1	6
gene-LOC106785615	LOC106785615	663	165	1018	528	637	686	859	321	226	412
gene-LOC106785588	LOC106785588	213	158	277	229	248	237	259	221	170	218
gene-LOC106785586	LOC106785586	1058	616	1073	996	929	1136	1066	755	724	759
gene-LOC106785587	LOC106785587	286	164	417	368	511	426	332	295	212	366
gene-LOC106785589	LOC106785589	15	5	11	13	5	13	11	15	5	4
gene-LOC106785590	LOC106785590	9485	3115	12124	8112	7970	10603	9011	3514	3094	3822
gene-LOC106785592	LOC106785592	586	148	726	457	348	508	405	174	139	166
gene-LOC106785591	LOC106785591	148	205	249	180	209	246	126	286	200	217
gene-LOC106785597	LOC106785597	1952	1157	2058	1490	1626	1972	1729	1047	975	1255
gene-LOC106785599	LOC106785599	516	256	451	384	360	473	474	315	341	298
gene-LOC106785600	LOC106785600	488	198	363	281	504	551	502	167	247	290
gene-LOC106785617	LOC106785617	290	150	266	236	257	232	216	207	165	169
gene-LOC106785618	LOC106785618	728	304	782	705	821	837	839	342	303	423
gene-LOC106785619	LOC106785619	260	281	314	328	250	330	218	173	213	208
gene-LOC106785623	LOC106785623	253	420	352	258	289	297	236	374	372	405
gene-LOC106785625	LOC106785625	151	51	180	141	165	140	135	104	67	122
gene-LOC106785584	LOC106785584	0	35	12	22	16	10	1	31	30	46
gene-LOC106785629	LOC106785629	286	390	258	323	389	284	379	333	359	340
gene-LOC106785602	LOC106785602	179	93	242	180	167	179	196	163	132	119
gene-LOC106785601	LOC106785601	560	199	357	283	413	424	490	169	152	213
gene-LOC106785593	LOC106785593	2997	1191	1462	1489	3105	2444	3815	1182	1366	1418
gene-LOC106785578	LOC106785578	187	89	106	87	174	154	277	81	103	126
gene-LOC106785596	LOC106785596	22	11	21	15	14	28	11	13	8	12
gene-LOC106785594	LOC106785594	6288	2558	5640	4664	6123	6390	6528	2291	2283	2757
gene-LOC106785579	LOC106785579	239	107	230	175	217	307	292	138	122	165
gene-LOC106785595	LOC106785595	291	161	290	222	243	310	285	155	142	189
gene-LOC106785631	LOC106785631	26	20	19	13	35	21	33	13	28	10
gene-Trnal-caa-2	Trnal-caa	0	0	0	0	0	0	0	0	0	0
gene-Trnar-ucg-2	Trnar-ucg	0	0	0	0	0	0	0	0	0	0
