Orthogroup	Apis_mellifera-longest-isoforms	Ceratina_australensis-longest-isoforms	Ceratina_calcarata-longest-isoforms	Megalopta_genalis-longest-isoforms
OG0000384	NP_001073564.1, XP_006559132.2, XP_006559133.2, XP_006559134.1	Caust.v2_007002	XP_017892842.1, XP_017892843.1, XP_017892845.1, XP_026675648.1	XP_033334149.1
OG0000385	NP_001139211.1, XP_006561626.1, XP_006561627.1, XP_006561628.1, XP_016769337.1	Caust.v2_022612		XP_033333369.1, XP_033333370.1, XP_033333372.1, XP_033333373.1
OG0000386	NP_001155985.1, XP_026295123.1, XP_026295124.1	Caust.v2_006381, Caust.v2_022601	XP_017885324.1, XP_017885342.1, XP_017885359.1	XP_033321641.1, XP_033321642.1
OG0000387	NP_001229316.1, XP_026295731.1, XP_026295735.1, XP_026295738.1	Caust.v2_019586, Caust.v2_019790, Caust.v2_021522, Caust.v2_021626	XP_017885697.1, XP_026672251.1	
OG0000388	NP_001229452.1, XP_026299344.1, XP_026299345.1, XP_026299347.1, XP_026299348.1	Caust.v2_002577	XP_026673001.1, XP_026673002.1	XP_033336740.1, XP_033336751.1
OG0000389	NP_001229887.1, NP_001229888.1, NP_001229891.1, NP_001229892.1, NP_001229894.1, XP_006565941.2, XP_006565944.1, XP_026302134.1		XP_026668772.1, XP_026668777.1	
OG0000390	XP_001120383.2, XP_006558471.1, XP_016766596.1, XP_016766597.1	Caust.v2_002736	XP_017880715.1	XP_033340249.1, XP_033340329.1, XP_033340410.1, XP_033340498.1
OG0000391	XP_001121177.2, XP_006562003.1	Caust.v2_008510	XP_017891288.1, XP_017891292.1, XP_026674874.1, XP_026674875.1, XP_026674877.1	XP_033331704.1, XP_033331707.1
OG0000392	XP_001122458.2, XP_006569959.1, XP_026296694.1	Caust.v2_003315, Caust.v2_020917	XP_017888736.1, XP_026673972.1	XP_033325171.1, XP_033325173.1, XP_033325174.1
OG0000393	XP_001123187.2, XP_006562573.1, XP_006562574.1, XP_006562578.1, XP_006562579.1	Caust.v2_004722, Caust.v2_007841, Caust.v2_018089	XP_017879429.1	XP_033332255.1
OG0000394	XP_003249999.1, XP_396884.3	Caust.v2_001461	XP_017877265.1, XP_026667975.1, XP_026667976.1	XP_033333537.1, XP_033333539.1, XP_033333540.1, XP_033333541.1
OG0000395	XP_003250061.2	Caust.v2_000146	XP_017881098.1, XP_017881099.1, XP_017889788.1, XP_026666719.1, XP_026666720.1	XP_033329994.1, XP_033330079.1, XP_033332539.1
OG0000396	XP_003250600.1, XP_006565241.1, XP_016770919.1, XP_026300109.1, XP_624665.2	Caust.v2_011487	XP_026673591.1, XP_026673593.1, XP_026673606.1	XP_033325005.1
OG0000397	XP_006557348.1, XP_026301662.1, XP_026301663.1, XP_395046.3	Caust.v2_003351	XP_017883654.1, XP_017883655.1, XP_017883656.1, XP_017883657.1	XP_033338834.1
OG0000398	XP_006558167.2, XP_006558169.2	Caust.v2_016608, Caust.v2_022666	XP_017879451.1, XP_026669005.1, XP_026669006.1	XP_033341618.1, XP_033341620.1, XP_033341621.1
OG0000399	XP_006558279.1, XP_006558281.1, XP_006558284.1, XP_026298156.1	Caust.v2_007197, Caust.v2_022509	XP_017885551.2, XP_017885552.1, XP_017885554.1	XP_033329652.1
OG0000400	XP_006558290.2, XP_006558291.2, XP_006558292.2, XP_006558295.2, XP_006558296.2, XP_026298994.1	Caust.v2_021104	XP_017876716.1	XP_033339325.1, XP_033339326.1
OG0000401	XP_006558516.1, XP_006558519.1, XP_006558523.1	Caust.v2_001549	XP_017887047.1, XP_017887051.1, XP_026672888.1, XP_026672890.1, XP_026672891.1	XP_033330274.1
OG0000402	XP_006558857.1, XP_006558858.1, XP_006558859.1	Caust.v2_012036	XP_026666607.1, XP_026666608.1, XP_026666609.1, XP_026666610.1, XP_026666611.1	XP_033333162.1
OG0000403	XP_006559138.1, XP_006559139.1, XP_006559140.1, XP_006559141.1, XP_006559142.1	Caust.v2_005824	XP_017886614.1	XP_033332288.1, XP_033332289.1, XP_033332293.1
OG0000404	XP_006559436.1		XP_017890016.1, XP_017890017.1	XP_033330766.1, XP_033330767.1, XP_033330768.1, XP_033330769.1, XP_033338464.1, XP_033343098.1, XP_033343100.1
OG0000405	XP_006559656.1, XP_006559659.1, XP_016768927.1, XP_016768928.1, XP_016768929.1	Caust.v2_009841	XP_017889782.1, XP_017889865.1, XP_026667481.1	XP_033333982.1
OG0000406	XP_006559685.1, XP_006559686.1, XP_006559688.1, XP_006559690.1, XP_006559691.1, XP_006559692.1		XP_026668005.1, XP_026668006.1	XP_033333951.1, XP_033333954.1
OG0000407	XP_006559702.2, XP_006559704.2, XP_016769234.2, XP_016769235.2, XP_016769236.2, XP_026297993.1	Caust.v2_009491	XP_017883207.1	XP_033333937.1, XP_033333943.1
OG0000408	XP_006559813.1, XP_006559815.1, XP_026295622.1, XP_392288.1	Caust.v2_020014	XP_026670586.1, XP_026670587.1, XP_026670588.1	XP_033329885.1, XP_033329886.1
OG0000409	XP_006560084.1, XP_016768182.1, XP_396456.4	Caust.v2_016979, Caust.v2_019101	XP_017892722.1	XP_033329696.1, XP_033329698.1, XP_033329700.1, XP_033329702.1
OG0000410	XP_006560260.1, XP_393963.3	Caust.v2_008805, Caust.v2_015808	XP_017883854.1, XP_017883883.1, XP_017883892.1, XP_026671274.1, XP_026671283.1	XP_033341856.1
OG0000411	XP_006560477.1, XP_016771406.1, XP_026300523.1, XP_026300524.1	Caust.v2_000465	XP_017893447.1, XP_017893448.1, XP_017893449.1, XP_017893450.1	XP_033332001.1
OG0000412	XP_006560612.2, XP_006560613.2, XP_394521.5	Caust.v2_012964	XP_026670142.1	XP_033335534.1, XP_033335548.1, XP_033335557.1, XP_033335563.1, XP_033335572.1
OG0000413	XP_006560662.2, XP_006560663.2, XP_006560664.2, XP_026296192.1	Caust.v2_004390, Caust.v2_010873		XP_033336845.1, XP_033336846.1, XP_033337897.1, XP_033337898.1
OG0000414	XP_006561199.2, XP_026302226.1, XP_026302229.1, XP_026302230.1, XP_026302232.1	Caust.v2_005830	XP_026672609.1, XP_026672610.1, XP_026672615.1	XP_033332265.1
OG0000415	XP_006561339.1, XP_006561340.1	Caust.v2_011725	XP_017877029.1, XP_017877030.1, XP_017877031.1, XP_017877033.1, XP_017877034.1, XP_026667884.1	XP_033342016.1
OG0000416	XP_006561354.1, XP_393173.2	Caust.v2_011734, Caust.v2_016664, Caust.v2_021356	XP_017877095.2	XP_033323053.1, XP_033342091.1, XP_033342092.1, XP_033342094.1
OG0000417	XP_006561470.2	Caust.v2_005876	XP_017875365.1, XP_026667081.1, XP_026667083.1, XP_026667084.1, XP_026667085.1, XP_026667087.1, XP_026667088.1, XP_026667089.1	
OG0000418	XP_006561713.1, XP_006561714.1, XP_006561715.1, XP_006561716.1		XP_026673221.1, XP_026673222.1, XP_026673223.1	XP_033333385.1, XP_033333388.1, XP_033333389.1
OG0000419	XP_006561883.1, XP_006561887.2, XP_006561888.1, XP_006561889.1, XP_006561890.2	Caust.v2_001133	XP_017876235.1	XP_033321202.1, XP_033321203.1, XP_033321204.1
OG0000420	XP_006562106.1, XP_006562107.1	Caust.v2_013596	XP_017882017.1, XP_017882018.2, XP_017882019.1, XP_026670295.1, XP_026670296.1	XP_033339619.1, XP_033339620.1
OG0000421	XP_006562291.2, XP_006562293.2, XP_016770836.2	Caust.v2_003892	XP_017888467.1, XP_017888468.1, XP_017888469.1, XP_017888471.1	XP_033335341.1, XP_033335344.1
OG0000422	XP_006562308.2, XP_006562310.2, XP_006562311.2, XP_016771028.2, XP_026300281.1	Caust.v2_019442	XP_017881349.1, XP_026669966.1, XP_026669967.1	XP_033335504.1
OG0000423	XP_006562381.1, XP_006562382.1, XP_016771813.1, XP_396078.4	Caust.v2_012109	XP_017882225.1, XP_026670229.1, XP_026670232.1, XP_026670235.1	XP_033336580.1
OG0000424	XP_006562478.2, XP_016770501.2, XP_026299745.1, XP_026299746.1, XP_026299748.1, XP_026299749.1	Caust.v2_000700	XP_026669815.1	XP_033324566.1, XP_033324573.1
OG0000425	XP_006562772.1, XP_006562773.1	Caust.v2_007066	XP_017877901.1, XP_017877909.1, XP_017877919.1, XP_017877927.1, XP_026668188.1	XP_033333889.1, XP_033333890.1
OG0000426	XP_006563522.1, XP_006563523.1, XP_392838.4		XP_026674217.1, XP_026674219.1, XP_026674221.1, XP_026674222.1	XP_033331003.1, XP_033331011.1, XP_033331012.1
OG0000427	XP_006563618.1, XP_016772021.1, XP_026301090.1	Caust.v2_002305, Caust.v2_022073	XP_017889870.1, XP_026674048.1	XP_033320857.1, XP_033320860.1, XP_033320864.1
OG0000428	XP_006563648.1, XP_016772185.1, XP_016772186.1, XP_026301345.1, XP_392061.3	Caust.v2_006735	XP_017889410.1, XP_017889817.1	XP_033342815.1, XP_033342822.1
OG0000429	XP_006564344.2, XP_006564348.2, XP_026297789.1	Caust.v2_019788	XP_017885762.1, XP_026672256.1	XP_033321269.1, XP_033322206.1, XP_033322208.1, XP_033322221.1
OG0000430	XP_006564736.1, XP_016769177.1	Caust.v2_001683	XP_017885297.1, XP_026672011.1, XP_026672012.1, XP_026672013.1, XP_026672014.1, XP_026672015.1	XP_033337401.1
OG0000431	XP_006565039.1, XP_006565040.1, XP_026302251.1	Caust.v2_013035	XP_017891721.1, XP_017891724.1, XP_026675081.1, XP_026675082.1	XP_033329038.1, XP_033329039.1
OG0000432	XP_006565420.1, XP_006565421.1	Caust.v2_006860	XP_017886954.1, XP_017886955.1, XP_017886956.1, XP_026672778.1, XP_026672779.1	XP_033321054.1, XP_033321055.1
OG0000433	XP_006565834.1, XP_016771745.1, XP_016771746.1, XP_016771747.1, XP_016771748.1, XP_016771751.1, XP_026300786.1	Caust.v2_017403	XP_026670239.1	XP_033335848.1
OG0000434	XP_006565864.2	Caust.v2_007642, Caust.v2_008142, Caust.v2_015668	XP_017884843.1, XP_017884845.1, XP_026671548.1, XP_026671549.1	XP_033336517.1, XP_033336520.1
OG0000435	XP_006566054.1	Caust.v2_005558	XP_017883838.1, XP_017883840.1, XP_017883841.1, XP_017883842.1, XP_026671255.1	XP_033325494.1, XP_033325495.1, XP_033325497.1
OG0000436	XP_006566441.1, XP_006566443.1, XP_006566444.1, XP_016770208.1, XP_026299423.1	Caust.v2_002834	XP_017878551.1, XP_017878553.1, XP_017878556.1	XP_033335156.1
OG0000437	XP_006566835.1, XP_393289.4	Caust.v2_002165, Caust.v2_021755	XP_026668132.1, XP_026668133.1	XP_033322143.1, XP_033322144.1, XP_033322145.1, XP_033322146.1
OG0000438	XP_006566889.1, XP_016769149.1, XP_623413.2	Caust.v2_008235	XP_017877642.1, XP_017877643.1, XP_017877648.1, XP_026668198.1	XP_033332568.1, XP_033332569.1
OG0000439	XP_006566966.1, XP_006566970.1, XP_006566971.1, XP_006566974.1, XP_026300064.1, XP_026300066.1, XP_026300067.1	Caust.v2_017876	XP_017875355.1	XP_033325095.1
OG0000440	XP_006567318.2, XP_006567319.2, XP_016767126.2, XP_394492.6	Caust.v2_012361	XP_017878835.1, XP_017878836.1, XP_017878838.1, XP_026668720.1	XP_033333828.1
OG0000441	XP_006567337.1, XP_006567338.1, XP_394678.3	Caust.v2_005050	XP_017885731.1, XP_017885732.1, XP_017885735.1, XP_026672203.1	XP_033333301.1, XP_033333312.1
OG0000442	XP_006567681.2, XP_006567684.2, XP_026296499.1, XP_392388.5	Caust.v2_010256, Caust.v2_022623	XP_017883609.1, XP_017883614.1, XP_026671055.1	XP_033324220.1
OG0000443	XP_006567838.1, XP_006567843.1	Caust.v2_019478, Caust.v2_019603	XP_026667286.1, XP_026667288.1, XP_026667289.1, XP_026667290.1, XP_026667295.1	XP_033326711.1
OG0000444	XP_006567890.1, XP_006567892.1, XP_006567893.1, XP_006567895.1, XP_392370.3	Caust.v2_006563	XP_026674300.1, XP_026674301.1	XP_033328103.1, XP_033328104.1
OG0000445	XP_006567914.2, XP_006567921.2, XP_006567922.2, XP_395223.5	Caust.v2_010258, Caust.v2_021856	XP_017891616.1, XP_017891619.1	XP_033328169.1, XP_033328170.1
OG0000446	XP_006568135.2, XP_016771345.2, XP_016771346.2, XP_016771348.2, XP_026300560.1	Caust.v2_002782	XP_026672886.1, XP_026674882.1	XP_033325292.1, XP_033325295.1
OG0000447	XP_006568318.1, XP_016769124.1, XP_026298121.1, XP_026298122.1	Caust.v2_013938, Caust.v2_021683	XP_017876130.2, XP_026671647.1	XP_033327612.1, XP_033327616.1
OG0000448	XP_006568907.2, XP_006568910.2, XP_006568914.2, XP_006568915.2, XP_006568918.2, XP_016773617.2, XP_026295079.1	Caust.v2_005708	XP_017879343.1	XP_033323649.1
OG0000449	XP_006569011.1, XP_006569012.1, XP_006569013.1, XP_026294915.1, XP_026294916.1, XP_026294918.1	Caust.v2_008155	XP_017883998.1, XP_026671310.1	XP_033334159.1
OG0000450	XP_006569490.2, XP_006569491.2, XP_016768660.2, XP_016768661.2		XP_026672359.1, XP_026672360.1, XP_026672361.1	XP_033328468.1, XP_033331870.1, XP_033331871.1
OG0000451	XP_006569668.2, XP_026302127.1, XP_394201.3	Caust.v2_008481, Caust.v2_021905	XP_017885841.1, XP_026672277.1, XP_026672278.1	XP_033340325.1, XP_033340326.1
OG0000452	XP_006570081.1, XP_016770123.1, XP_016770134.1	Caust.v2_012767	XP_017887725.1, XP_017887726.1, XP_026673135.1, XP_026673136.1	XP_033340427.1, XP_033340430.1
OG0000453	XP_006570095.2, XP_006570098.2, XP_006570101.2, XP_026298169.1, XP_397118.5		XP_017887683.1, XP_017887684.1, XP_026673134.1	XP_033340486.1, XP_033340490.1
OG0000454	XP_006570442.2, XP_006570443.2, XP_026299890.1	Caust.v2_007491	XP_017879990.1, XP_017879993.1, XP_026669246.1	XP_033325838.1, XP_033342936.1, XP_033342943.1
OG0000455	XP_006570473.1, XP_006570475.1	Caust.v2_002611, Caust.v2_002612	XP_017887456.1, XP_017887457.1, XP_026673023.1, XP_026673026.1	XP_033342443.1, XP_033342444.1
OG0000456	XP_006571315.1, XP_016772622.1		XP_017889139.1, XP_017889146.1, XP_017889147.1, XP_017889148.1, XP_017889149.1, XP_026673767.1	XP_033328517.1, XP_033328520.1
OG0000457	XP_006571348.2, XP_396231.4		XP_017888194.1, XP_017888195.1, XP_017888198.1, XP_026673404.1, XP_026673406.1, XP_026673407.1	XP_033328605.1, XP_033328606.1
OG0000458	XP_006571496.1, XP_026301855.1, XP_026301856.1	Caust.v2_018369, Caust.v2_021610	XP_017892961.2	XP_033335417.1, XP_033335426.1, XP_033335445.1, XP_033338330.1
OG0000459	XP_006571706.1, XP_006571707.1, XP_026298308.1, XP_394253.4	Caust.v2_004124	XP_017880515.1, XP_017880524.1, XP_017880542.1	XP_033328690.1, XP_033328694.1
OG0000460	XP_006571715.1, XP_016771465.1, XP_016771475.1, XP_026298018.1	Caust.v2_005930, Caust.v2_019157, Caust.v2_019158	XP_026670649.1, XP_026670660.1, XP_026670661.1	
OG0000461	XP_006571773.2, XP_395725.4	Caust.v2_011179, Caust.v2_019966, Caust.v2_021985	XP_017878859.1, XP_017878861.1, XP_017878862.1, XP_017878863.1	XP_033325274.1
OG0000462	XP_006572013.2, XP_026298518.1	Caust.v2_011227, Caust.v2_015355, Caust.v2_020098	XP_017892196.1, XP_017892201.1, XP_026675343.1	XP_033337539.1, XP_033337674.1
OG0000463	XP_016766759.2, XP_026295624.1, XP_026295625.1	Caust.v2_000184	XP_026675379.1, XP_026675380.1	XP_033327031.1, XP_033327038.1, XP_033327046.1, XP_033327054.1
OG0000464	XP_016767336.2, XP_016767346.2, XP_026301797.1	Caust.v2_018323, Caust.v2_019487	XP_017877000.1	XP_033323669.1, XP_033323670.1, XP_033323671.1, XP_033323673.1
OG0000465	XP_016767602.2, XP_026296385.1, XP_026296386.1, XP_026296389.1	Caust.v2_006754, Caust.v2_020264	XP_017883156.1, XP_026670874.1	XP_033328209.1, XP_033328212.1
OG0000466	XP_016767625.1, XP_026296566.1, XP_395296.3		XP_017890222.1, XP_026674354.1, XP_026674355.1, XP_026674356.1, XP_026674357.1, XP_026674358.1	XP_033327959.1
OG0000467	XP_016768502.1		XP_017887760.1, XP_017887762.1, XP_017887763.1, XP_026673086.1, XP_026673087.1	XP_033328345.1, XP_033328346.1, XP_033328347.1, XP_033328354.1
OG0000468	XP_016768533.2	Caust.v2_014864	XP_017885931.1, XP_017885932.1, XP_017885933.1, XP_026672349.1, XP_026672350.1	XP_033331833.1, XP_033331834.1, XP_033331837.1
OG0000469	XP_016768590.1, XP_016768591.1, XP_016768592.1, XP_016768593.1	Caust.v2_010680, Caust.v2_019054	XP_017879449.1, XP_026669985.1	XP_033328374.1, XP_033328375.1
OG0000470	XP_016768768.2	Caust.v2_015846	XP_017879699.1, XP_017879788.1, XP_017892649.1, XP_017892650.2, XP_026675538.1, XP_026675539.1	XP_033328835.1, XP_033330123.1
OG0000471	XP_016769880.2, XP_016769881.2	Caust.v2_005680	XP_026667225.1, XP_026667226.1, XP_026667227.1, XP_026667229.1, XP_026667230.1, XP_026667231.1	XP_033330550.1
OG0000472	XP_016770292.2, XP_016770293.2	Caust.v2_012337	XP_026668651.1, XP_026668653.1, XP_026668654.1, XP_026668655.1	XP_033342483.1, XP_033342487.1, XP_033342488.1
OG0000473	XP_016770725.1, XP_016770727.1, XP_016770728.1	Caust.v2_003856	XP_017890595.1, XP_017890599.1, XP_017890600.1, XP_017890601.1, XP_017890603.1	XP_033342248.1
OG0000474	XP_016770736.1, XP_016770737.1, XP_016770740.1, XP_026299521.1, XP_026299522.1		XP_026669103.1, XP_026669104.1, XP_026669106.1	XP_033334454.1, XP_033334458.1
OG0000475	XP_026294783.1, XP_026294785.1, XP_026294789.1, XP_026294795.1, XP_026294798.1	Caust.v2_011007, Caust.v2_011010	XP_017875862.1	XP_033327639.1, XP_033327679.1
OG0000476	XP_026295307.1	Caust.v2_015679, Caust.v2_016238, Caust.v2_018175, Caust.v2_020506, Caust.v2_021322	XP_017881139.1, XP_026669856.1, XP_026669857.1, XP_026669859.1	
OG0000477	XP_026295419.1	Caust.v2_014908	XP_017883003.2, XP_017883012.1, XP_017893148.1	XP_033328277.1, XP_033332768.1, XP_033333935.1, XP_033334054.1, XP_033334057.1
OG0000478	XP_026295443.1, XP_026295444.1, XP_026295445.1, XP_026295446.1, XP_026295447.1, XP_026295450.1	Caust.v2_000192	XP_017892984.2, XP_026675403.1	XP_033321985.1
OG0000479	XP_026295513.1, XP_026295514.1, XP_026295515.1, XP_026295516.1		XP_026667012.1, XP_026667014.1, XP_026667015.1, XP_026667017.1, XP_026667018.1	XP_033323118.1
OG0000480	XP_026295927.1	Caust.v2_019605	XP_017891685.1, XP_026675072.1, XP_026675073.1, XP_026675074.1, XP_026675075.1, XP_026675076.1	XP_033338057.1, XP_033338058.1
OG0000481	XP_026296733.1, XP_026296740.1, XP_026296741.1, XP_026296745.1, XP_026296746.1	Caust.v2_019347	XP_026674316.1	XP_033338337.1, XP_033338347.1, XP_033338348.1
OG0000482	XP_026296924.1		XP_017885081.1, XP_017885082.1, XP_017885083.1, XP_017885084.1, XP_017885085.1, XP_026671916.1	XP_033333520.1, XP_033333521.1, XP_033333524.1
OG0000483	XP_026297120.1, XP_026297123.1, XP_026297129.1	Caust.v2_021142, Caust.v2_022296	XP_017885052.2, XP_017889214.1, XP_026667395.1	XP_033332342.1, XP_033332352.1
OG0000484	XP_026297157.1, XP_026297158.1	Caust.v2_013522	XP_017878668.1, XP_017878669.1, XP_026668667.1, XP_026668668.1	XP_033323687.1, XP_033323689.1, XP_033323694.1
OG0000485	XP_026297344.1, XP_026297346.1	Caust.v2_014199, Caust.v2_018139	XP_017883774.1, XP_026671185.1, XP_026675453.1	XP_033329143.1, XP_033329147.1, XP_033329148.1
OG0000486	XP_026297373.1, XP_026297374.1, XP_026297375.1, XP_026297377.1, XP_026297378.1	Caust.v2_009518	XP_017885363.1, XP_026668061.1	XP_033329197.1, XP_033329198.1
OG0000487	XP_026297548.1, XP_026297549.1, XP_026297551.1	Caust.v2_014186	XP_017875958.1, XP_026667366.1, XP_026667367.1, XP_026667368.1	XP_033326186.1, XP_033326187.1
OG0000488	XP_026297556.1, XP_026297559.1, XP_026297560.1	Caust.v2_015768	XP_017887693.1, XP_017887694.1, XP_026673053.1	XP_033340107.1, XP_033340110.1, XP_033340111.1
OG0000489	XP_026297809.1, XP_026297810.1, XP_026297811.1, XP_026297812.1	Caust.v2_013877, Caust.v2_018491, Caust.v2_020208	XP_017892247.1	XP_033333112.1, XP_033333116.1
OG0000490	XP_026297995.1, XP_026297996.1	Caust.v2_008123, Caust.v2_018614	XP_017892515.1, XP_017892516.1, XP_026675396.1, XP_026675397.1	XP_033322269.1, XP_033322277.1
OG0000491	XP_026298130.1, XP_026298131.1, XP_026298132.1, XP_026298135.1, XP_026298137.1, XP_026298139.1	Caust.v2_001698	XP_017883380.1, XP_026671017.1	XP_033337923.1
OG0000492	XP_026298955.1, XP_026298956.1	Caust.v2_009937	XP_017876467.1, XP_017876468.1, XP_017876469.1, XP_017876684.1, XP_026667675.1	XP_033326034.1, XP_033326036.1
OG0000493	XP_026299023.1, XP_026299024.1		XP_017882117.1, XP_017882118.1, XP_026670335.1, XP_026670338.1, XP_026670340.1, XP_026670341.1	XP_033325478.1, XP_033325481.1
OG0000494	XP_026299352.1, XP_624060.4	Caust.v2_001014	XP_017880326.1, XP_017880327.1, XP_017880328.1, XP_017880330.1	XP_033335010.1, XP_033335020.1, XP_033335030.1
OG0000495	XP_026300039.1, XP_026300041.1, XP_026300043.1	Caust.v2_004536	XP_017886729.1, XP_026672717.1, XP_026672725.1, XP_026672726.1	XP_033332429.1, XP_033332430.1
OG0000496	XP_026300117.1, XP_026300119.1, XP_026300134.1, XP_026300140.1, XP_026300143.1	Caust.v2_009583	XP_026671870.1, XP_026671873.1, XP_026671875.1	XP_033335597.1
OG0000497	XP_026300239.1	Caust.v2_015140, Caust.v2_017409, Caust.v2_018508	XP_017889319.1, XP_017889320.1	XP_033335410.1, XP_033335411.1, XP_033335412.1, XP_033335413.1
OG0000498	XP_026300247.1, XP_026300248.1, XP_026300249.1	Caust.v2_016617	XP_017880258.1, XP_017880259.1, XP_017880263.1, XP_026669328.1	XP_033338663.1, XP_033338665.1
OG0000499	XP_026300855.1, XP_026300856.1, XP_026300857.1	Caust.v2_007805	XP_017884723.1, XP_017884724.1, XP_017884725.1, XP_017884726.1, XP_026671618.1	XP_033336074.1
OG0000500	XP_026301153.1, XP_026301159.1, XP_026301160.1	Caust.v2_004698	XP_017891526.1, XP_017891536.1, XP_026674985.1	XP_033324592.1, XP_033324593.1, XP_033324594.1
OG0000501	XP_026301803.1, XP_026301805.1, XP_026301812.1, XP_026301815.1, XP_026301817.1	Caust.v2_015132	XP_017887710.1	XP_033329127.1, XP_033329136.1, XP_033329173.1
OG0000502	XP_026301899.1, XP_026301902.1, XP_026301903.1, XP_026301905.1, XP_026301906.1	Caust.v2_013828	XP_017889113.1, XP_026673744.1, XP_026673745.1	XP_033341311.1
OG0000503	XP_026301923.1	Caust.v2_012988, Caust.v2_022109	XP_026669115.1, XP_026669116.1, XP_026669117.1, XP_026669118.1, XP_026669119.1, XP_026669121.1	XP_033322974.1
OG0000504	XP_391922.2		XP_017888494.1, XP_017888495.1, XP_026673516.1, XP_026673517.1	XP_033340004.1, XP_033340006.1, XP_033340007.1, XP_033340008.1, XP_033340009.1
OG0000505	XP_392277.4		XP_017877521.1, XP_017877522.1, XP_017886684.1, XP_026668127.1, XP_026668128.1	XP_033337006.1, XP_033341832.1, XP_033341838.1, XP_033341847.1
OG0000506	XP_392390.1	Caust.v2_007234	XP_026669350.1, XP_026669351.1, XP_026669352.1, XP_026669353.1, XP_026669354.1	XP_033332377.1, XP_033338549.1, XP_033338551.1
OG0000507	XP_394252.2	Caust.v2_001905, Caust.v2_010685, Caust.v2_013521, Caust.v2_013527, Caust.v2_013529, Caust.v2_019893, Caust.v2_021937	XP_017885003.1, XP_017886031.2	
OG0000508	XP_394618.2, XP_624796.2	Caust.v2_011914, Caust.v2_017554	XP_017879420.1, XP_017881613.1, XP_017881614.1, XP_017881615.1	XP_033320824.1, XP_033326835.1
OG0000509	XP_395426.5	Caust.v2_007883, Caust.v2_020939, Caust.v2_021401, Caust.v2_021757	XP_017876336.1, XP_017885489.2, XP_017888250.2, XP_026672126.1	XP_033332959.1
